gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
ENSOCUG00000000079	ENSOCUT00000000078	802.00	668.01	0.00	0.00	0.00
ENSOCUG00000000080	ENSOCUT00000000079	1388.00	1254.00	268.65	11.65	8.07
ENSOCUG00000000081	ENSOCUT00000000085	7232.00	7098.00	9244.44	70.73	49.03
ENSOCUG00000000083	ENSOCUT00000000082	1440.00	1306.00	36.00	1.50	1.04
ENSOCUG00000000085	ENSOCUT00000000084	1063.00	929.00	654.93	38.34	26.58
ENSOCUG00000000086	ENSOCUT00000024547	2213.00	2079.00	2903.29	75.88	52.60
ENSOCUG00000000087	ENSOCUT00000000087	726.00	592.04	73.00	6.71	4.65
ENSOCUG00000000089	ENSOCUT00000000089	495.00	361.69	1.00	0.15	0.10
ENSOCUG00000000090	ENSOCUT00000000090	6961.00	6827.00	2038.01	16.21	11.24
ENSOCUG00000000091	ENSOCUT00000000091	2155.00	2021.00	233.83	6.29	4.36
ENSOCUG00000000092	ENSOCUT00000000092	6173.00	6039.00	2509.78	22.57	15.65
ENSOCUG00000000093	ENSOCUT00000000093	2274.00	2140.00	215.96	5.48	3.80
ENSOCUG00000000094	ENSOCUT00000000094	2180.00	2046.00	122.58	3.26	2.26
ENSOCUG00000000095	ENSOCUT00000000095	1839.00	1705.00	672.00	21.42	14.85
ENSOCUG00000000096	ENSOCUT00000000096	783.00	649.01	0.00	0.00	0.00
ENSOCUG00000000097	ENSOCUT00000000098	7409.00	7275.00	2943.00	21.97	15.23
ENSOCUG00000000098	ENSOCUT00000000097	1971.00	1837.00	26.00	0.77	0.53
ENSOCUG00000000100	ENSOCUT00000000101	2017.00	1883.00	1753.48	50.60	35.08
ENSOCUG00000000101	ENSOCUT00000000100	1449.00	1315.00	32.00	1.32	0.92
ENSOCUG00000000102	ENSOCUT00000023409	4599.00	4465.00	515.00	6.26	4.34
ENSOCUG00000000103	ENSOCUT00000030195	2441.00	2307.00	21.56	0.51	0.35
ENSOCUG00000000104	ENSOCUT00000000104	4012.00	3878.00	195.00	2.73	1.89
ENSOCUG00000000105	ENSOCUT00000000105	5507.00	5373.00	2588.81	26.17	18.14
ENSOCUG00000000107	ENSOCUT00000000108	6143.00	6009.00	503.92	4.55	3.16
ENSOCUG00000000108	ENSOCUT00000000107	603.00	469.19	192.00	22.28	15.45
ENSOCUG00000000109	ENSOCUT00000000111	6635.00	6501.00	364.00	3.04	2.11
ENSOCUG00000000111	ENSOCUT00000000114	8511.00	8377.00	96.38	0.62	0.43
ENSOCUG00000000114	ENSOCUT00000000113	1656.00	1522.00	39.00	1.39	0.97
ENSOCUG00000000116	ENSOCUT00000000116	990.00	856.00	1362.56	86.58	60.02
ENSOCUG00000000117	ENSOCUT00000000117	1059.00	925.00	4.00	0.24	0.16
ENSOCUG00000000119	ENSOCUT00000000119	1023.00	889.00	1.00	0.06	0.04
ENSOCUG00000000120	ENSOCUT00000031135	2231.00	2097.00	1251.63	32.43	22.48
ENSOCUG00000000121	ENSOCUT00000000121	2243.00	2109.00	25.00	0.64	0.45
ENSOCUG00000000122	ENSOCUT00000000120	5441.00	5307.00	4137.94	42.35	29.36
ENSOCUG00000000123	ENSOCUT00000000123	1262.00	1128.00	131.00	6.31	4.38
ENSOCUG00000000125	ENSOCUT00000000124	840.00	706.01	27.13	2.09	1.45
ENSOCUG00000000127	ENSOCUT00000000127	1827.00	1693.00	409.88	13.16	9.12
ENSOCUG00000000128	ENSOCUT00000000128	5618.00	5484.00	311.00	3.08	2.14
ENSOCUG00000000129	ENSOCUT00000000129	3393.00	3259.00	2633.92	43.90	30.44
ENSOCUG00000000131	ENSOCUT00000000131	3433.00	3299.00	1150.00	18.94	13.13
ENSOCUG00000000133	ENSOCUT00000000134	3401.00	3267.00	61.00	1.01	0.70
ENSOCUG00000000134	ENSOCUT00000031691	2281.00	2147.00	2016.97	51.04	35.39
ENSOCUG00000000136	ENSOCUT00000000136	4636.00	4502.00	1.00	0.01	0.01
ENSOCUG00000000137	ENSOCUT00000000137	6269.00	6135.00	5955.54	52.72	36.55
ENSOCUG00000000140	ENSOCUT00000000140	3222.00	3088.00	802.18	14.11	9.78
ENSOCUG00000000141	ENSOCUT00000000141	1959.00	1825.00	763.94	22.75	15.77
ENSOCUG00000000142	ENSOCUT00000000145	7958.00	7824.00	10.00	0.07	0.05
ENSOCUG00000000143	ENSOCUT00000000142	456.00	323.09	2.17	0.37	0.25
ENSOCUG00000000144	ENSOCUT00000000143	1853.00	1719.00	235.80	7.45	5.17
ENSOCUG00000000145	ENSOCUT00000000144	1401.00	1267.00	248.00	10.64	7.38
ENSOCUG00000000146	ENSOCUT00000000148,ENSOCUT00000033292	7570.55	7436.55	2129.01	15.55	10.78
ENSOCUG00000000147	ENSOCUT00000000146	684.00	550.07	0.00	0.00	0.00
ENSOCUG00000000148	ENSOCUT00000000147	724.00	590.04	618.00	57.01	39.52
ENSOCUG00000000149	ENSOCUT00000000149	1743.00	1609.00	262.97	8.88	6.16
ENSOCUG00000000151	ENSOCUT00000000150	872.00	738.00	5.00	0.37	0.26
ENSOCUG00000000152	ENSOCUT00000000152	2655.00	2521.00	897.14	19.33	13.40
ENSOCUG00000000153	ENSOCUT00000000153	1095.00	961.00	669.69	37.90	26.27
ENSOCUG00000000154	ENSOCUT00000000154	441.00	308.30	0.00	0.00	0.00
ENSOCUG00000000155	ENSOCUT00000000155	2544.00	2410.00	835.29	18.83	13.05
ENSOCUG00000000156	ENSOCUT00000000157	2751.00	2617.00	1572.18	32.64	22.63
ENSOCUG00000000157	ENSOCUT00000000156	1471.00	1337.00	234.02	9.51	6.60
ENSOCUG00000000158	ENSOCUT00000000158	2706.00	2572.00	3752.53	79.26	54.95
ENSOCUG00000000159	ENSOCUT00000000159	1425.00	1291.00	748.00	31.50	21.84
ENSOCUG00000000161	ENSOCUT00000000162,ENSOCUT00000021490	1454.13	1320.13	419.00	17.25	11.96
ENSOCUG00000000162	ENSOCUT00000000161	579.00	445.25	31.02	3.79	2.63
ENSOCUG00000000163	ENSOCUT00000000164	5682.00	5548.00	3663.48	35.86	24.86
ENSOCUG00000000164	ENSOCUT00000000163	1185.00	1051.00	1787.31	92.47	64.10
ENSOCUG00000000165	ENSOCUT00000000165	1027.00	893.00	78.22	4.76	3.30
ENSOCUG00000000166	ENSOCUT00000000166	3863.00	3729.00	441.00	6.42	4.45
ENSOCUG00000000167	ENSOCUT00000000167	4942.00	4808.00	2300.49	25.99	18.02
ENSOCUG00000000169	ENSOCUT00000000169,ENSOCUT00000022050	843.00	709.01	3.00	0.23	0.16
ENSOCUG00000000170	ENSOCUT00000000171	8424.00	8290.00	1514.97	9.92	6.88
ENSOCUG00000000171	ENSOCUT00000000170	384.00	252.55	24.00	5.18	3.59
ENSOCUG00000000172	ENSOCUT00000000172	6134.00	6000.00	269.12	2.44	1.69
ENSOCUG00000000173	ENSOCUT00000000174	6826.00	6692.00	2331.39	18.92	13.12
ENSOCUG00000000174	ENSOCUT00000000175,ENSOCUT00000033794	3240.48	3106.48	1119.00	19.57	13.57
ENSOCUG00000000175	ENSOCUT00000000173	918.00	784.00	80.00	5.55	3.85
ENSOCUG00000000176	ENSOCUT00000000176,ENSOCUT00000022123	1566.00	1432.00	9.00	0.34	0.24
ENSOCUG00000000178	ENSOCUT00000000178	2194.00	2060.00	903.97	23.84	16.53
ENSOCUG00000000179	ENSOCUT00000000179,ENSOCUT00000034091	494.39	361.75	6280.87	946.01	655.85
ENSOCUG00000000181	ENSOCUT00000000181	1296.00	1162.00	278.00	13.01	9.02
ENSOCUG00000000182	ENSOCUT00000000182	441.00	308.30	250.00	44.21	30.65
ENSOCUG00000000184	ENSOCUT00000000184	6495.00	6361.00	502.00	4.29	2.97
ENSOCUG00000000185	ENSOCUT00000000185	4827.00	4693.00	894.07	10.35	7.17
ENSOCUG00000000186	ENSOCUT00000000186	3174.00	3040.00	247.04	4.41	3.06
ENSOCUG00000000187	ENSOCUT00000000187	1680.00	1546.00	733.03	25.77	17.87
ENSOCUG00000000188	ENSOCUT00000000190	5976.00	5842.00	1930.00	17.94	12.44
ENSOCUG00000000191	ENSOCUT00000000191	3050.00	2916.00	2467.00	45.96	31.86
ENSOCUG00000000193	ENSOCUT00000000195	2958.00	2824.00	3237.45	62.28	43.18
ENSOCUG00000000194	ENSOCUT00000000193	1536.00	1402.00	1415.01	54.86	38.03
ENSOCUG00000000195	ENSOCUT00000000194	270.00	145.52	1.00	0.38	0.26
ENSOCUG00000000197	ENSOCUT00000000198	2736.00	2602.00	133.72	2.79	1.94
ENSOCUG00000000199	ENSOCUT00000000199	2925.00	2791.00	6.00	0.12	0.08
ENSOCUG00000000200	ENSOCUT00000000201,ENSOCUT00000015103,ENSOCUT00000026623	2762.70	2628.70	10254.90	211.93	146.93
ENSOCUG00000000201	ENSOCUT00000000203,ENSOCUT00000028889	1605.45	1471.46	80.00	2.95	2.05
ENSOCUG00000000203	ENSOCUT00000000202	3236.00	3102.00	858.00	15.03	10.42
ENSOCUG00000000204	ENSOCUT00000000204	939.00	805.00	0.00	0.00	0.00
ENSOCUG00000000205	ENSOCUT00000000205	243.00	121.87	3.40	1.53	1.06
ENSOCUG00000000206	ENSOCUT00000000206	686.00	552.06	1.00	0.10	0.07
ENSOCUG00000000208	ENSOCUT00000000209	5699.00	5565.00	219.00	2.14	1.48
ENSOCUG00000000210	ENSOCUT00000000210	1971.00	1837.00	0.00	0.00	0.00
ENSOCUG00000000213	ENSOCUT00000032177	2770.00	2636.00	7321.06	150.88	104.60
ENSOCUG00000000214	ENSOCUT00000031477	801.00	667.01	196.00	15.99	11.08
ENSOCUG00000000215	ENSOCUT00000000216	4210.00	4076.00	626.38	8.35	5.79
ENSOCUG00000000218	ENSOCUT00000000218	1117.00	983.00	376.00	20.80	14.42
ENSOCUG00000000219	ENSOCUT00000027507	813.00	679.01	168.98	13.54	9.39
ENSOCUG00000000220	ENSOCUT00000025713	4691.00	4557.00	4202.94	50.09	34.73
ENSOCUG00000000221	ENSOCUT00000000220	231.00	111.68	0.00	0.00	0.00
ENSOCUG00000000222	ENSOCUT00000000223	3846.00	3712.00	190.05	2.78	1.93
ENSOCUG00000000224	ENSOCUT00000000224,ENSOCUT00000024988	990.42	856.42	39.00	2.48	1.72
ENSOCUG00000000227	ENSOCUT00000000228	4158.00	4024.00	353.00	4.76	3.30
ENSOCUG00000000228	ENSOCUT00000000227	1277.00	1143.00	1666.38	79.26	54.95
ENSOCUG00000000229	ENSOCUT00000000229	7487.00	7353.00	9669.66	71.41	49.51
ENSOCUG00000000230	ENSOCUT00000000230	1869.00	1735.00	113.00	3.54	2.45
ENSOCUG00000000231	ENSOCUT00000000232	930.00	796.00	484.00	33.07	22.93
ENSOCUG00000000232	ENSOCUT00000000231	489.00	355.74	4.63	0.71	0.49
ENSOCUG00000000233	ENSOCUT00000000233,ENSOCUT00000033745	1634.15	1500.16	29374.76	1064.25	737.82
ENSOCUG00000000234	ENSOCUT00000000235	3840.00	3706.00	3143.57	46.07	31.94
ENSOCUG00000000236	ENSOCUT00000000236,ENSOCUT00000026013	1200.00	1066.00	2193.89	111.90	77.58
ENSOCUG00000000237	ENSOCUT00000000237	2810.00	2676.00	302.97	6.15	4.26
ENSOCUG00000000239	ENSOCUT00000000239	459.00	326.05	0.00	0.00	0.00
ENSOCUG00000000241	ENSOCUT00000000241	402.00	270.07	67.09	13.55	9.39
ENSOCUG00000000242	ENSOCUT00000030095	2949.00	2815.00	14.00	0.27	0.19
ENSOCUG00000000243	ENSOCUT00000000242,ENSOCUT00000029545	374.00	243.50	0.00	0.00	0.00
ENSOCUG00000000244	ENSOCUT00000000246	1788.00	1654.00	901.00	29.60	20.52
ENSOCUG00000000245	ENSOCUT00000000244	2352.00	2218.00	2979.22	72.98	50.60
ENSOCUG00000000247	ENSOCUT00000000247,ENSOCUT00000023141	2316.00	2182.00	1853.47	46.15	32.00
ENSOCUG00000000248	ENSOCUT00000031222	510.00	376.57	220.80	31.95	22.15
ENSOCUG00000000249	ENSOCUT00000000249	2841.00	2707.00	4327.25	86.84	60.21
ENSOCUG00000000250	ENSOCUT00000000250	456.00	323.09	0.00	0.00	0.00
ENSOCUG00000000251	ENSOCUT00000000252	4147.00	4013.00	5082.80	68.79	47.69
ENSOCUG00000000252	ENSOCUT00000000251	600.00	466.20	903.86	105.58	73.19
ENSOCUG00000000255	ENSOCUT00000000255	4848.00	4714.00	861.00	9.92	6.88
ENSOCUG00000000256	ENSOCUT00000000256	2289.00	2155.00	453.03	11.42	7.92
ENSOCUG00000000258	ENSOCUT00000000258	6001.00	5867.00	3051.07	28.24	19.58
ENSOCUG00000000259	ENSOCUT00000000259	612.00	478.17	154.00	17.54	12.16
ENSOCUG00000000263	ENSOCUT00000000263	6332.00	6198.00	444.29	3.89	2.70
ENSOCUG00000000264	ENSOCUT00000000268	16161.00	16027.00	9729.82	32.96	22.85
ENSOCUG00000000265	ENSOCUT00000000266	2900.00	2766.00	7660.14	150.45	104.30
ENSOCUG00000000266	ENSOCUT00000028371	1929.00	1795.00	74.56	2.26	1.56
ENSOCUG00000000268	ENSOCUT00000028289	9430.00	9296.00	323.00	1.89	1.31
ENSOCUG00000000269	ENSOCUT00000000267	1674.00	1540.00	204.00	7.20	4.99
ENSOCUG00000000270	ENSOCUT00000000269	1122.00	988.00	566.28	31.17	21.61
ENSOCUG00000000271	ENSOCUT00000000271	3881.00	3747.00	105.00	1.52	1.06
ENSOCUG00000000272	ENSOCUT00000000272	3054.00	2920.00	3866.23	71.93	49.87
ENSOCUG00000000274	ENSOCUT00000000275	6341.00	6207.00	1069.36	9.36	6.49
ENSOCUG00000000276	ENSOCUT00000000278	3374.00	3240.00	466.00	7.81	5.42
ENSOCUG00000000277	ENSOCUT00000000277	1602.00	1468.00	641.60	23.76	16.47
ENSOCUG00000000278	ENSOCUT00000023335	5890.00	5756.00	4506.84	42.52	29.48
ENSOCUG00000000280	ENSOCUT00000000280	4036.00	3902.00	74.00	1.03	0.71
ENSOCUG00000000281	ENSOCUT00000000282	1854.00	1720.00	427.94	13.52	9.37
ENSOCUG00000000285	ENSOCUT00000000285,ENSOCUT00000033614	1888.01	1754.02	280.00	8.67	6.01
ENSOCUG00000000286	ENSOCUT00000000286,ENSOCUT00000027124	3847.59	3713.60	3370.93	49.30	34.18
ENSOCUG00000000289	ENSOCUT00000000289,ENSOCUT00000030784	3259.41	3125.42	2483.06	43.16	29.92
ENSOCUG00000000290	ENSOCUT00000030818	2958.00	2824.00	1414.00	27.20	18.86
ENSOCUG00000000291	ENSOCUT00000000291	1532.00	1398.00	1361.09	52.92	36.69
ENSOCUG00000000292	ENSOCUT00000000294	7026.00	6892.00	3640.71	28.69	19.89
ENSOCUG00000000293	ENSOCUT00000000293	6205.00	6071.00	28.76	0.26	0.18
ENSOCUG00000000297	ENSOCUT00000000296	492.00	358.71	667.56	101.41	70.30
ENSOCUG00000000298	ENSOCUT00000000297	1113.00	979.00	3276.16	181.97	126.16
ENSOCUG00000000299	ENSOCUT00000000299	630.00	496.13	2.86	0.31	0.22
ENSOCUG00000000300	ENSOCUT00000000301,ENSOCUT00000026286	2157.20	2023.20	446.00	11.98	8.30
ENSOCUG00000000301	ENSOCUT00000000300	1371.00	1237.00	511.00	22.46	15.57
ENSOCUG00000000302	ENSOCUT00000000302	738.00	604.03	376.08	33.88	23.49
ENSOCUG00000000303	ENSOCUT00000000303	3876.00	3742.00	12.00	0.17	0.12
ENSOCUG00000000304	ENSOCUT00000000304	5546.00	5412.00	1411.21	14.16	9.82
ENSOCUG00000000305	ENSOCUT00000000305	5628.00	5494.00	187.91	1.86	1.29
ENSOCUG00000000306	ENSOCUT00000000306	735.00	601.03	165.00	14.94	10.36
ENSOCUG00000000307	ENSOCUT00000000308	1671.00	1537.00	420.94	14.88	10.32
ENSOCUG00000000308	ENSOCUT00000000307	1302.00	1168.00	0.00	0.00	0.00
ENSOCUG00000000309	ENSOCUT00000000309	582.00	448.24	0.00	0.00	0.00
ENSOCUG00000000310	ENSOCUT00000000311	3813.00	3679.00	557.00	8.22	5.70
ENSOCUG00000000312	ENSOCUT00000000312,ENSOCUT00000026939	6012.00	5878.00	1683.20	15.55	10.78
ENSOCUG00000000313	ENSOCUT00000000316	4536.00	4402.00	0.00	0.00	0.00
ENSOCUG00000000315	ENSOCUT00000000315	5794.00	5660.00	5927.73	56.88	39.43
ENSOCUG00000000318	ENSOCUT00000000318	786.00	652.01	484.00	40.39	28.00
ENSOCUG00000000319	ENSOCUT00000024315	1188.00	1054.00	45.00	2.32	1.61
ENSOCUG00000000320	ENSOCUT00000000320,ENSOCUT00000029201	894.00	760.00	9.00	0.64	0.45
ENSOCUG00000000321	ENSOCUT00000000321	1617.00	1483.00	1255.00	46.00	31.89
ENSOCUG00000000322	ENSOCUT00000000324	1905.00	1771.00	518.00	15.89	11.02
ENSOCUG00000000323	ENSOCUT00000000325	5223.00	5089.00	1603.02	17.11	11.86
ENSOCUG00000000324	ENSOCUT00000000323	3111.00	2977.00	261.00	4.76	3.30
ENSOCUG00000000325	ENSOCUT00000000322	1002.00	868.00	78.00	4.89	3.39
ENSOCUG00000000326	ENSOCUT00000030649	2760.00	2626.00	894.07	18.50	12.82
ENSOCUG00000000328	ENSOCUT00000000328	1146.00	1012.00	2820.11	151.53	105.05
ENSOCUG00000000329	ENSOCUT00000000329	4733.00	4599.00	302.45	3.57	2.48
ENSOCUG00000000330	ENSOCUT00000000330	1475.00	1341.00	0.00	0.00	0.00
ENSOCUG00000000331	ENSOCUT00000000331	867.00	733.00	437.00	32.43	22.49
ENSOCUG00000000333	ENSOCUT00000000332	4110.00	3976.00	120.01	1.64	1.14
ENSOCUG00000000334	ENSOCUT00000000335	1860.00	1726.00	1461.00	46.00	31.89
ENSOCUG00000000336	ENSOCUT00000000337	1743.00	1609.00	383.00	12.94	8.97
ENSOCUG00000000338	ENSOCUT00000000338,ENSOCUT00000031039	1309.00	1175.00	2848.41	131.79	91.37
ENSOCUG00000000339	ENSOCUT00000000339	1701.00	1567.00	5308.70	184.12	127.65
ENSOCUG00000000341	ENSOCUT00000000341	5672.00	5538.00	1082.04	10.61	7.36
ENSOCUG00000000342	ENSOCUT00000000342	3333.00	3199.00	199.84	3.39	2.35
ENSOCUG00000000343	ENSOCUT00000000343	2166.00	2032.00	1752.00	46.85	32.48
ENSOCUG00000000344	ENSOCUT00000000344	1812.00	1678.00	220.00	7.13	4.94
ENSOCUG00000000345	ENSOCUT00000000345	3874.00	3740.00	12505.86	181.62	125.92
ENSOCUG00000000346	ENSOCUT00000000346,ENSOCUT00000033838	1639.50	1505.50	1082.97	39.10	27.10
ENSOCUG00000000347	ENSOCUT00000000347	666.00	532.08	1284.76	131.44	91.13
ENSOCUG00000000348	ENSOCUT00000000352	5121.00	4987.00	1487.00	16.19	11.23
ENSOCUG00000000349	ENSOCUT00000000349	2280.00	2146.00	1908.90	48.33	33.51
ENSOCUG00000000350	ENSOCUT00000000348	960.00	826.00	0.00	0.00	0.00
ENSOCUG00000000353	ENSOCUT00000000353	1227.00	1093.00	618.21	30.75	21.32
ENSOCUG00000000354	ENSOCUT00000000354	1432.00	1298.00	509.00	21.32	14.78
ENSOCUG00000000355	ENSOCUT00000000355	2283.00	2149.00	2805.21	70.93	49.17
ENSOCUG00000000356	ENSOCUT00000000357	1614.00	1480.00	620.82	22.80	15.81
ENSOCUG00000000357	ENSOCUT00000000356	492.00	358.71	201.00	30.53	21.17
ENSOCUG00000000358	ENSOCUT00000000358	561.00	427.31	2304.79	293.77	203.66
ENSOCUG00000000359	ENSOCUT00000000359	2708.00	2574.00	2381.92	50.27	34.85
ENSOCUG00000000360	ENSOCUT00000000361	2830.00	2696.00	372.00	7.50	5.20
ENSOCUG00000000361	ENSOCUT00000000360,ENSOCUT00000021995	1230.00	1096.00	27.00	1.34	0.93
ENSOCUG00000000363	ENSOCUT00000000367,ENSOCUT00000006853	888.00	754.00	1.00	0.07	0.05
ENSOCUG00000000364	ENSOCUT00000000364	672.00	538.08	260.00	26.30	18.24
ENSOCUG00000000365	ENSOCUT00000000363	5560.00	5426.00	796.69	7.97	5.53
ENSOCUG00000000367	ENSOCUT00000000372	5538.00	5404.00	2056.66	20.67	14.33
ENSOCUG00000000368	ENSOCUT00000000366	3162.00	3028.00	617.00	11.07	7.67
ENSOCUG00000000370	ENSOCUT00000000368	6893.00	6759.00	1935.88	15.55	10.78
ENSOCUG00000000371	ENSOCUT00000000374	1495.00	1361.00	125.47	5.01	3.47
ENSOCUG00000000373	ENSOCUT00000000370	939.00	805.00	0.00	0.00	0.00
ENSOCUG00000000374	ENSOCUT00000000373	5681.00	5547.00	176.22	1.73	1.20
ENSOCUG00000000375	ENSOCUT00000000376	2136.00	2002.00	100.00	2.71	1.88
ENSOCUG00000000377	ENSOCUT00000000378	2181.00	2047.00	111.00	2.95	2.04
ENSOCUG00000000378	ENSOCUT00000000377	1257.00	1123.00	2.00	0.10	0.07
ENSOCUG00000000379	ENSOCUT00000000380	1617.00	1483.00	0.00	0.00	0.00
ENSOCUG00000000380	ENSOCUT00000000379	5435.00	5301.00	596.09	6.11	4.23
ENSOCUG00000000381	ENSOCUT00000000381	1887.00	1753.00	1618.00	50.16	34.77
ENSOCUG00000000382	ENSOCUT00000023820	3461.00	3327.00	1730.19	28.25	19.58
ENSOCUG00000000383	ENSOCUT00000021070	2584.00	2450.00	8.00	0.18	0.12
ENSOCUG00000000384	ENSOCUT00000000387	4366.00	4232.00	135.97	1.75	1.21
ENSOCUG00000000385	ENSOCUT00000021761	2633.00	2499.00	1594.25	34.66	24.03
ENSOCUG00000000386	ENSOCUT00000000384	729.00	595.03	92.00	8.42	5.83
ENSOCUG00000000387	ENSOCUT00000000386	2642.00	2508.00	0.00	0.00	0.00
ENSOCUG00000000388	ENSOCUT00000000388	2671.00	2537.00	468.08	10.02	6.95
ENSOCUG00000000389	ENSOCUT00000000389	3234.00	3100.00	315.80	5.53	3.84
ENSOCUG00000000391	ENSOCUT00000000391	5271.00	5137.00	565.08	5.97	4.14
ENSOCUG00000000392	ENSOCUT00000000393	884.00	750.00	333.00	24.15	16.75
