gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
ENSOCUG00000000094	ENSOCUT00000000094	2180.00	2063.92	177.41	4.71	2.87
ENSOCUG00000000095	ENSOCUT00000000095	1839.00	1722.92	321.51	10.23	6.23
ENSOCUG00000000096	ENSOCUT00000000096	783.00	666.93	0.00	0.00	0.00
ENSOCUG00000000097	ENSOCUT00000000098	7409.00	7292.92	766.67	5.76	3.51
ENSOCUG00000000098	ENSOCUT00000000097	1971.00	1854.92	90.00	2.66	1.62
ENSOCUG00000000100	ENSOCUT00000000101	2017.00	1900.92	1750.02	50.46	30.74
ENSOCUG00000000101	ENSOCUT00000000100	1449.00	1332.92	613.70	25.25	15.38
ENSOCUG00000000102	ENSOCUT00000023409	4599.00	4482.92	1657.60	20.25	12.34
ENSOCUG00000000103	ENSOCUT00000030195	2441.00	2324.92	20.00	0.47	0.29
ENSOCUG00000000104	ENSOCUT00000000104	4012.00	3895.92	87.00	1.22	0.75
ENSOCUG00000000105	ENSOCUT00000000105	5507.00	5390.92	2601.09	26.43	16.10
ENSOCUG00000000107	ENSOCUT00000000108	6143.00	6026.92	2529.24	22.98	14.00
ENSOCUG00000000108	ENSOCUT00000000107	603.00	487.07	2843.00	320.83	195.49
ENSOCUG00000000109	ENSOCUT00000000111	6635.00	6518.92	160.00	1.34	0.82
ENSOCUG00000000111	ENSOCUT00000000114	8511.00	8394.92	855.87	5.58	3.40
ENSOCUG00000000114	ENSOCUT00000000113	1656.00	1539.92	16.00	0.57	0.35
ENSOCUG00000000116	ENSOCUT00000000116	990.00	873.92	3244.70	203.75	124.15
ENSOCUG00000000117	ENSOCUT00000000117	1059.00	942.92	1.00	0.06	0.04
ENSOCUG00000000119	ENSOCUT00000000119	1023.00	906.92	14.00	0.85	0.52
ENSOCUG00000000120	ENSOCUT00000031135	2231.00	2114.92	26.23	0.68	0.41
ENSOCUG00000000121	ENSOCUT00000000121	2243.00	2126.92	479.02	12.34	7.52
ENSOCUG00000000122	ENSOCUT00000000120	5441.00	5324.92	408.34	4.20	2.56
ENSOCUG00000000123	ENSOCUT00000000123	1262.00	1145.92	2225.00	106.50	64.89
ENSOCUG00000000125	ENSOCUT00000000124	840.00	723.92	69.00	5.23	3.19
ENSOCUG00000000127	ENSOCUT00000000127	1827.00	1710.92	362.98	11.63	7.09
ENSOCUG00000000128	ENSOCUT00000000128	5618.00	5501.92	7583.18	75.49	45.99
ENSOCUG00000000129	ENSOCUT00000000129	3393.00	3276.92	3341.32	55.86	34.04
ENSOCUG00000000131	ENSOCUT00000000131	3433.00	3316.92	290.00	4.79	2.92
ENSOCUG00000000133	ENSOCUT00000000134	3401.00	3284.92	33.00	0.55	0.34
ENSOCUG00000000134	ENSOCUT00000031691	2281.00	2164.92	1798.66	45.53	27.74
ENSOCUG00000000136	ENSOCUT00000000136	4636.00	4519.92	140.00	1.70	1.03
ENSOCUG00000000137	ENSOCUT00000000137	6269.00	6152.92	22208.16	197.67	120.44
ENSOCUG00000000140	ENSOCUT00000000140	3222.00	3105.92	1257.95	22.19	13.52
ENSOCUG00000000141	ENSOCUT00000000141	1959.00	1842.92	1030.71	30.66	18.68
ENSOCUG00000000142	ENSOCUT00000000145	7958.00	7841.92	47.00	0.33	0.20
ENSOCUG00000000143	ENSOCUT00000000142	456.00	340.74	0.00	0.00	0.00
ENSOCUG00000000144	ENSOCUT00000000143	1853.00	1736.92	36.75	1.16	0.71
ENSOCUG00000000145	ENSOCUT00000000144	1401.00	1284.92	472.00	20.14	12.27
ENSOCUG00000000146	ENSOCUT00000000148,ENSOCUT00000033292	6382.94	6266.86	4241.01	37.06	22.58
ENSOCUG00000000147	ENSOCUT00000000146	684.00	567.97	0.00	0.00	0.00
ENSOCUG00000000148	ENSOCUT00000000147	724.00	607.95	853.33	77.10	46.98
ENSOCUG00000000149	ENSOCUT00000000149	1743.00	1626.92	441.43	14.87	9.06
ENSOCUG00000000151	ENSOCUT00000000150	872.00	755.92	3461.89	251.41	153.19
ENSOCUG00000000152	ENSOCUT00000000152	2655.00	2538.92	889.11	19.19	11.69
ENSOCUG00000000153	ENSOCUT00000000153	1095.00	978.92	848.33	47.55	28.97
ENSOCUG00000000154	ENSOCUT00000000154	441.00	325.89	0.00	0.00	0.00
ENSOCUG00000000155	ENSOCUT00000000155	2544.00	2427.92	624.00	14.08	8.58
ENSOCUG00000000156	ENSOCUT00000000157	2751.00	2634.92	684.94	14.24	8.68
ENSOCUG00000000157	ENSOCUT00000000156	1471.00	1354.92	55.03	2.23	1.36
ENSOCUG00000000158	ENSOCUT00000000158	2706.00	2589.92	3521.86	74.51	45.40
ENSOCUG00000000159	ENSOCUT00000000159	1425.00	1308.92	322.00	13.49	8.22
ENSOCUG00000000161	ENSOCUT00000000162,ENSOCUT00000021490	1452.00	1335.92	122.00	5.01	3.05
ENSOCUG00000000162	ENSOCUT00000000161	579.00	463.12	2215.00	262.93	160.21
ENSOCUG00000000163	ENSOCUT00000000164	5682.00	5565.92	2267.77	22.31	13.60
ENSOCUG00000000164	ENSOCUT00000000163	1185.00	1068.92	1053.00	54.04	32.93
ENSOCUG00000000165	ENSOCUT00000000165	1027.00	910.92	38.00	2.29	1.39
ENSOCUG00000000166	ENSOCUT00000000166	3863.00	3746.92	1749.20	25.57	15.58
ENSOCUG00000000167	ENSOCUT00000000167	4942.00	4825.92	1602.01	18.18	11.08
ENSOCUG00000000169	ENSOCUT00000000169,ENSOCUT00000022050	771.00	654.93	1.00	0.08	0.05
ENSOCUG00000000170	ENSOCUT00000000171	8424.00	8307.92	11639.86	76.72	46.75
ENSOCUG00000000171	ENSOCUT00000000170	384.00	269.78	14.00	2.86	1.74
ENSOCUG00000000172	ENSOCUT00000000172	6134.00	6017.92	409.00	3.72	2.27
ENSOCUG00000000173	ENSOCUT00000000174	6826.00	6709.92	4032.74	32.91	20.05
ENSOCUG00000000174	ENSOCUT00000000175,ENSOCUT00000033794	2883.99	2767.91	1469.45	29.09	17.72
ENSOCUG00000000175	ENSOCUT00000000173	918.00	801.92	48.00	3.29	2.00
ENSOCUG00000000176	ENSOCUT00000000176,ENSOCUT00000022123	1566.00	1449.92	51.00	1.93	1.18
ENSOCUG00000000178	ENSOCUT00000000178	2194.00	2077.92	249.99	6.59	4.02
ENSOCUG00000000179	ENSOCUT00000000179,ENSOCUT00000034091	499.59	384.50	7945.42	1136.70	692.60
ENSOCUG00000000181	ENSOCUT00000000181	1296.00	1179.92	44.00	2.05	1.25
ENSOCUG00000000182	ENSOCUT00000000182	441.00	325.89	8.00	1.35	0.82
ENSOCUG00000000184	ENSOCUT00000000184	6495.00	6378.92	123.00	1.06	0.64
ENSOCUG00000000185	ENSOCUT00000000185	4827.00	4710.92	965.00	11.22	6.84
ENSOCUG00000000186	ENSOCUT00000000186	3174.00	3057.92	2797.04	50.11	30.53
ENSOCUG00000000187	ENSOCUT00000000187	1680.00	1563.92	1391.00	48.76	29.71
ENSOCUG00000000188	ENSOCUT00000000190	5976.00	5859.92	306.00	2.86	1.74
ENSOCUG00000000191	ENSOCUT00000000191	3050.00	2933.92	178.00	3.32	2.03
ENSOCUG00000000193	ENSOCUT00000000195	2958.00	2841.92	1326.86	25.58	15.59
ENSOCUG00000000194	ENSOCUT00000000193	1536.00	1419.92	462.94	17.88	10.89
ENSOCUG00000000195	ENSOCUT00000000194	270.00	160.82	563.00	193.56	117.94
ENSOCUG00000000197	ENSOCUT00000000198	2736.00	2619.92	569.00	11.90	7.25
ENSOCUG00000000199	ENSOCUT00000000199	2925.00	2808.92	5029.59	98.10	59.78
ENSOCUG00000000200	ENSOCUT00000000201,ENSOCUT00000015103,ENSOCUT00000026623	2070.52	1954.45	15168.23	425.36	259.18
ENSOCUG00000000201	ENSOCUT00000000203,ENSOCUT00000028889	1602.00	1485.92	11.00	0.41	0.25
ENSOCUG00000000203	ENSOCUT00000000202	3236.00	3119.92	616.64	10.83	6.60
ENSOCUG00000000204	ENSOCUT00000000204	939.00	822.92	1.00	0.07	0.04
ENSOCUG00000000205	ENSOCUT00000000205	243.00	136.28	0.00	0.00	0.00
ENSOCUG00000000206	ENSOCUT00000000206	686.00	569.97	3.00	0.29	0.18
ENSOCUG00000000208	ENSOCUT00000000209	5699.00	5582.92	6376.32	62.55	38.11
ENSOCUG00000000210	ENSOCUT00000000210	1971.00	1854.92	105.28	3.11	1.90
ENSOCUG00000000213	ENSOCUT00000032177	2770.00	2653.92	14.00	0.29	0.18
ENSOCUG00000000214	ENSOCUT00000031477	801.00	684.93	140.00	11.22	6.84
ENSOCUG00000000215	ENSOCUT00000000216	4210.00	4093.92	2044.58	27.36	16.67
ENSOCUG00000000218	ENSOCUT00000000218	1117.00	1000.92	147.00	8.06	4.91
ENSOCUG00000000219	ENSOCUT00000027507	813.00	696.92	3.00	0.24	0.14
ENSOCUG00000000220	ENSOCUT00000025713	4691.00	4574.92	834.24	9.99	6.09
ENSOCUG00000000221	ENSOCUT00000000220	231.00	125.64	0.00	0.00	0.00
ENSOCUG00000000222	ENSOCUT00000000223	3846.00	3729.92	746.95	10.97	6.68
ENSOCUG00000000224	ENSOCUT00000000224,ENSOCUT00000024988	989.61	873.53	98.00	6.16	3.75
ENSOCUG00000000227	ENSOCUT00000000228	4158.00	4041.92	1201.83	16.29	9.92
ENSOCUG00000000228	ENSOCUT00000000227	1277.00	1160.92	7856.77	371.20	226.17
ENSOCUG00000000229	ENSOCUT00000000229	7487.00	7370.92	8750.73	65.01	39.61
ENSOCUG00000000230	ENSOCUT00000000230	1869.00	1752.92	490.50	15.34	9.35
ENSOCUG00000000231	ENSOCUT00000000232	930.00	813.92	325.00	21.92	13.35
ENSOCUG00000000232	ENSOCUT00000000231	489.00	373.48	22.76	3.35	2.04
ENSOCUG00000000233	ENSOCUT00000000233,ENSOCUT00000033745	1684.65	1568.57	78.00	2.73	1.66
ENSOCUG00000000234	ENSOCUT00000000235	3840.00	3723.92	637.78	9.38	5.72
ENSOCUG00000000236	ENSOCUT00000000236,ENSOCUT00000026013	1200.00	1083.92	255.00	12.90	7.86
ENSOCUG00000000237	ENSOCUT00000000237	2810.00	2693.92	826.51	16.81	10.24
ENSOCUG00000000239	ENSOCUT00000000239	459.00	343.71	12.00	1.92	1.17
ENSOCUG00000000241	ENSOCUT00000000241	402.00	287.44	43.38	8.31	5.07
ENSOCUG00000000242	ENSOCUT00000030095	2949.00	2832.92	729.08	14.10	8.59
ENSOCUG00000000243	ENSOCUT00000000242,ENSOCUT00000029545	318.00	205.91	1.00	0.27	0.16
ENSOCUG00000000244	ENSOCUT00000000246	1788.00	1671.92	84.00	2.75	1.68
ENSOCUG00000000245	ENSOCUT00000000244	2352.00	2235.92	11665.58	285.91	174.21
ENSOCUG00000000247	ENSOCUT00000000247,ENSOCUT00000023141	2313.34	2197.26	487.85	12.17	7.41
ENSOCUG00000000248	ENSOCUT00000031222	510.00	394.36	212.40	29.63	18.05
ENSOCUG00000000249	ENSOCUT00000000249	2841.00	2724.92	1532.15	30.81	18.77
ENSOCUG00000000250	ENSOCUT00000000250	456.00	340.74	0.00	0.00	0.00
ENSOCUG00000000251	ENSOCUT00000000252	4147.00	4030.92	4051.98	55.06	33.55
ENSOCUG00000000252	ENSOCUT00000000251	600.00	484.07	2.00	0.23	0.14
ENSOCUG00000000255	ENSOCUT00000000255	4848.00	4731.92	742.93	8.60	5.24
ENSOCUG00000000256	ENSOCUT00000000256	2289.00	2172.92	4940.97	124.61	75.93
ENSOCUG00000000258	ENSOCUT00000000258	6001.00	5884.92	1408.22	13.11	7.99
ENSOCUG00000000259	ENSOCUT00000000259	612.00	496.05	24.00	2.66	1.62
ENSOCUG00000000263	ENSOCUT00000000263	6332.00	6215.92	270.33	2.38	1.45
ENSOCUG00000000264	ENSOCUT00000000268	16161.00	16044.92	16896.18	57.66	35.13
ENSOCUG00000000265	ENSOCUT00000000266	2900.00	2783.92	491.00	9.66	5.89
ENSOCUG00000000266	ENSOCUT00000028371	1929.00	1812.92	936.97	28.33	17.26
ENSOCUG00000000268	ENSOCUT00000028289	9430.00	9313.92	400.07	2.35	1.43
ENSOCUG00000000269	ENSOCUT00000000267	1674.00	1557.92	984.55	34.65	21.11
ENSOCUG00000000270	ENSOCUT00000000269	1122.00	1005.92	1434.99	78.26	47.69
ENSOCUG00000000271	ENSOCUT00000000271	3881.00	3764.92	409.96	5.96	3.63
ENSOCUG00000000272	ENSOCUT00000000272	3054.00	2937.92	5858.72	109.26	66.57
ENSOCUG00000000274	ENSOCUT00000000275	6341.00	6224.92	743.55	6.54	3.99
ENSOCUG00000000276	ENSOCUT00000000278	3374.00	3257.92	1472.55	24.76	15.09
ENSOCUG00000000277	ENSOCUT00000000277	1602.00	1485.92	420.25	15.51	9.45
ENSOCUG00000000278	ENSOCUT00000023335	5890.00	5773.92	5921.24	56.16	34.22
ENSOCUG00000000280	ENSOCUT00000000280	4036.00	3919.92	22.89	0.32	0.19
ENSOCUG00000000281	ENSOCUT00000000282	1854.00	1737.92	161.00	5.08	3.09
ENSOCUG00000000285	ENSOCUT00000000285,ENSOCUT00000033614	1885.73	1769.65	1256.00	38.90	23.70
ENSOCUG00000000286	ENSOCUT00000000286,ENSOCUT00000027124	3731.68	3615.60	2882.33	43.67	26.61
ENSOCUG00000000289	ENSOCUT00000000289,ENSOCUT00000030784	3215.04	3098.96	586.51	10.37	6.32
ENSOCUG00000000290	ENSOCUT00000030818	2958.00	2841.92	385.00	7.42	4.52
ENSOCUG00000000291	ENSOCUT00000000291	1532.00	1415.92	4744.08	183.71	111.94
ENSOCUG00000000292	ENSOCUT00000000294	7026.00	6909.92	248.00	1.97	1.20
ENSOCUG00000000293	ENSOCUT00000000293	6205.00	6088.92	146.88	1.32	0.80
ENSOCUG00000000297	ENSOCUT00000000296	492.00	376.46	292.76	42.79	26.07
ENSOCUG00000000298	ENSOCUT00000000297	1113.00	996.92	3410.02	187.66	114.35
ENSOCUG00000000299	ENSOCUT00000000299	630.00	514.03	6.42	0.69	0.42
ENSOCUG00000000300	ENSOCUT00000000301,ENSOCUT00000026286	2157.05	2040.97	4092.78	109.90	66.96
ENSOCUG00000000301	ENSOCUT00000000300	1371.00	1254.92	343.00	14.99	9.13
ENSOCUG00000000302	ENSOCUT00000000302	738.00	621.94	61.00	5.39	3.28
ENSOCUG00000000303	ENSOCUT00000000303	3876.00	3759.92	190.00	2.77	1.69
ENSOCUG00000000304	ENSOCUT00000000304	5546.00	5429.92	5761.02	58.11	35.41
ENSOCUG00000000305	ENSOCUT00000000305	5628.00	5511.92	88.69	0.88	0.54
ENSOCUG00000000306	ENSOCUT00000000306	735.00	618.94	71.17	6.32	3.85
ENSOCUG00000000307	ENSOCUT00000000308	1671.00	1554.92	592.38	20.89	12.73
ENSOCUG00000000308	ENSOCUT00000000307	1302.00	1185.92	12.00	0.56	0.34
ENSOCUG00000000309	ENSOCUT00000000309	582.00	466.11	1.00	0.12	0.07
ENSOCUG00000000310	ENSOCUT00000000311	3813.00	3696.92	73.00	1.08	0.66
ENSOCUG00000000312	ENSOCUT00000000312,ENSOCUT00000026939	6012.06	5895.98	448.00	4.16	2.54
ENSOCUG00000000313	ENSOCUT00000000316	4536.00	4419.92	3.00	0.04	0.02
ENSOCUG00000000315	ENSOCUT00000000315	5794.00	5677.92	30.00	0.29	0.18
ENSOCUG00000000318	ENSOCUT00000000318	786.00	669.93	347.99	28.52	17.38
ENSOCUG00000000319	ENSOCUT00000024315	1188.00	1071.92	2750.14	140.74	85.75
ENSOCUG00000000320	ENSOCUT00000000320,ENSOCUT00000029201	888.15	772.07	32.06	2.28	1.39
ENSOCUG00000000321	ENSOCUT00000000321	1617.00	1500.92	676.79	24.72	15.06
ENSOCUG00000000322	ENSOCUT00000000324	1905.00	1788.92	353.00	10.82	6.59
ENSOCUG00000000323	ENSOCUT00000000325	5223.00	5106.92	10834.24	116.19	70.80
ENSOCUG00000000324	ENSOCUT00000000323	3111.00	2994.92	113.00	2.07	1.26
ENSOCUG00000000325	ENSOCUT00000000322	1002.00	885.92	105.00	6.50	3.96
ENSOCUG00000000326	ENSOCUT00000030649	2760.00	2643.92	13561.46	281.04	171.24
ENSOCUG00000000328	ENSOCUT00000000328	1146.00	1029.92	311.40	16.59	10.11
ENSOCUG00000000329	ENSOCUT00000000329	4733.00	4616.92	208.00	2.47	1.50
ENSOCUG00000000330	ENSOCUT00000000330	1475.00	1358.92	1.00	0.04	0.02
ENSOCUG00000000331	ENSOCUT00000000331	867.00	750.92	2662.00	194.61	118.58
ENSOCUG00000000333	ENSOCUT00000000332	4110.00	3993.92	227.00	3.11	1.90
ENSOCUG00000000334	ENSOCUT00000000335	1860.00	1743.92	2140.00	67.26	40.99
ENSOCUG00000000336	ENSOCUT00000000337	1743.00	1626.92	356.00	12.00	7.31
ENSOCUG00000000338	ENSOCUT00000000338,ENSOCUT00000031039	1309.00	1192.92	1901.02	87.40	53.25
ENSOCUG00000000339	ENSOCUT00000000339	1701.00	1584.92	3115.56	107.77	65.66
ENSOCUG00000000341	ENSOCUT00000000341	5672.00	5555.92	7.00	0.07	0.04
ENSOCUG00000000342	ENSOCUT00000000342	3333.00	3216.92	1070.00	18.22	11.10
ENSOCUG00000000343	ENSOCUT00000000343	2166.00	2049.92	5048.93	134.98	82.25
ENSOCUG00000000344	ENSOCUT00000000344	1812.00	1695.92	7727.59	249.78	152.19
ENSOCUG00000000345	ENSOCUT00000000345	3874.00	3757.92	86.00	1.25	0.76
ENSOCUG00000000346	ENSOCUT00000000346,ENSOCUT00000033838	1685.23	1569.15	6563.33	229.31	139.72
ENSOCUG00000000347	ENSOCUT00000000347	666.00	549.99	3981.45	397.75	242.35
ENSOCUG00000000348	ENSOCUT00000000352	5121.00	5004.92	445.00	4.87	2.97
ENSOCUG00000000349	ENSOCUT00000000349	2280.00	2163.92	209.00	5.29	3.23
ENSOCUG00000000350	ENSOCUT00000000348	960.00	843.92	0.00	0.00	0.00
ENSOCUG00000000353	ENSOCUT00000000353	1227.00	1110.92	3664.75	180.95	110.25
ENSOCUG00000000354	ENSOCUT00000000354	1432.00	1315.92	350.00	14.59	8.89
ENSOCUG00000000355	ENSOCUT00000000355	2283.00	2166.92	362.00	9.16	5.58
ENSOCUG00000000356	ENSOCUT00000000357	1614.00	1497.92	196.00	7.17	4.37
ENSOCUG00000000357	ENSOCUT00000000356	492.00	376.46	141.00	20.61	12.56
ENSOCUG00000000358	ENSOCUT00000000358	561.00	445.17	1495.00	184.65	112.51
ENSOCUG00000000359	ENSOCUT00000000359	2708.00	2591.92	1485.00	31.39	19.13
ENSOCUG00000000360	ENSOCUT00000000361	2830.00	2713.92	29.00	0.59	0.36
ENSOCUG00000000361	ENSOCUT00000000360,ENSOCUT00000021995	1146.00	1029.92	28.00	1.49	0.91
ENSOCUG00000000363	ENSOCUT00000000367,ENSOCUT00000006853	864.53	748.45	22.53	1.65	1.01
ENSOCUG00000000364	ENSOCUT00000000364	672.00	555.98	191.00	18.87	11.50
ENSOCUG00000000365	ENSOCUT00000000363	5560.00	5443.92	1607.23	16.17	9.85
ENSOCUG00000000367	ENSOCUT00000000372	5538.00	5421.92	1762.00	17.80	10.84
ENSOCUG00000000368	ENSOCUT00000000366	3162.00	3045.92	373.96	6.73	4.10
ENSOCUG00000000370	ENSOCUT00000000368	6893.00	6776.92	112.00	0.91	0.55
ENSOCUG00000000371	ENSOCUT00000000374	1495.00	1378.92	804.37	31.99	19.49
ENSOCUG00000000373	ENSOCUT00000000370	939.00	822.92	0.00	0.00	0.00
ENSOCUG00000000374	ENSOCUT00000000373	5681.00	5564.92	94.00	0.93	0.56
ENSOCUG00000000375	ENSOCUT00000000376	2136.00	2019.92	88.00	2.39	1.45
ENSOCUG00000000377	ENSOCUT00000000378	2181.00	2064.92	2310.24	61.32	37.36
ENSOCUG00000000378	ENSOCUT00000000377	1257.00	1140.92	1530.60	73.58	44.84
ENSOCUG00000000379	ENSOCUT00000000380	1617.00	1500.92	0.00	0.00	0.00
ENSOCUG00000000380	ENSOCUT00000000379	5435.00	5318.92	420.09	4.33	2.64
ENSOCUG00000000381	ENSOCUT00000000381	1887.00	1770.92	266.00	8.23	5.02
ENSOCUG00000000382	ENSOCUT00000023820	3461.00	3344.92	2091.09	34.25	20.87
ENSOCUG00000000383	ENSOCUT00000021070	2584.00	2467.92	35.00	0.78	0.47
ENSOCUG00000000384	ENSOCUT00000000387	4366.00	4249.92	25.00	0.32	0.20
ENSOCUG00000000385	ENSOCUT00000021761	2633.00	2516.92	9071.30	197.49	120.33
ENSOCUG00000000386	ENSOCUT00000000384	729.00	612.95	85.00	7.62	4.64
ENSOCUG00000000387	ENSOCUT00000000386	2642.00	2525.92	18.00	0.39	0.24
ENSOCUG00000000388	ENSOCUT00000000388	2671.00	2554.92	546.21	11.71	7.14
ENSOCUG00000000389	ENSOCUT00000000389	3234.00	3117.92	8866.92	155.80	94.93
ENSOCUG00000000391	ENSOCUT00000000391	5271.00	5154.92	136.01	1.45	0.88
ENSOCUG00000000392	ENSOCUT00000000393	884.00	767.92	187.00	13.37	8.15
