gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
ENSMPUG00000000081	ENSMPUT00000000081	3013.00	2881.30	2983.60	167.54	81.24
ENSMPUG00000000082	ENSMPUT00000000082	756.00	624.34	0.00	0.00	0.00
ENSMPUG00000000083	ENSMPUT00000000083	5200.00	5068.30	11.00	0.35	0.17
ENSMPUG00000000084	ENSMPUT00000000084	1138.00	1006.30	121.00	19.48	9.45
ENSMPUG00000000085	ENSMPUT00000000085	1839.00	1707.30	8246.00	781.86	379.11
ENSMPUG00000000086	ENSMPUT00000000086	8994.00	8862.30	354.00	6.46	3.13
ENSMPUG00000000087	ENSMPUT00000000087	12233.00	12101.30	978.01	13.07	6.34
ENSMPUG00000000088	ENSMPUT00000000088	1386.00	1254.30	0.00	0.00	0.00
ENSMPUG00000000089	ENSMPUT00000000089	516.00	385.30	0.00	0.00	0.00
ENSMPUG00000000090	ENSMPUT00000000090	1856.00	1724.30	5.00	0.47	0.23
ENSMPUG00000000091	ENSMPUT00000000091	649.00	517.50	0.00	0.00	0.00
ENSMPUG00000000092	ENSMPUT00000000092	2809.00	2677.30	139.00	8.40	4.07
ENSMPUG00000000093	ENSMPUT00000000093	2371.00	2239.30	2.00	0.14	0.07
ENSMPUG00000000094	ENSMPUT00000000094	4955.00	4823.30	76.00	2.55	1.24
ENSMPUG00000000095	ENSMPUT00000000095	1676.00	1544.30	49.00	5.14	2.49
ENSMPUG00000000096	ENSMPUT00000000096	756.00	624.34	1.00	0.26	0.13
ENSMPUG00000000097	ENSMPUT00000000097	4970.00	4838.30	112.00	3.74	1.82
ENSMPUG00000000098	ENSMPUT00000000098	5061.00	4929.30	0.00	0.00	0.00
ENSMPUG00000000099	ENSMPUT00000000099	1641.00	1509.30	745.94	80.02	38.80
ENSMPUG00000000100	ENSMPUT00000000100	5289.00	5157.30	57.00	1.79	0.87
ENSMPUG00000000101	ENSMPUT00000000101	558.00	426.92	134.00	50.97	24.72
ENSMPUG00000000102	ENSMPUT00000000102	1078.00	946.30	1.00	0.17	0.08
ENSMPUG00000000103	ENSMPUT00000000103	5040.00	4908.30	210.00	6.92	3.36
ENSMPUG00000000104	ENSMPUT00000000104	1248.00	1116.30	58.00	8.42	4.08
ENSMPUG00000000105	ENSMPUT00000000105	7293.00	7161.30	829.12	18.72	9.08
ENSMPUG00000000106	ENSMPUT00000000106	4811.00	4679.30	1927.97	66.64	32.31
ENSMPUG00000000107	ENSMPUT00000000107	2016.00	1884.30	57.00	4.90	2.37
ENSMPUG00000000108	ENSMPUT00000000108	1344.00	1212.30	12.00	1.60	0.78
ENSMPUG00000000109	ENSMPUT00000000109	594.00	462.71	313.78	110.10	53.38
ENSMPUG00000000110	ENSMPUT00000000110	4878.00	4746.30	1.00	0.03	0.02
ENSMPUG00000000111	ENSMPUT00000000111	3289.00	3157.30	156.00	7.99	3.88
ENSMPUG00000000112	ENSMPUT00000000112	3130.00	2998.30	396.00	21.37	10.36
ENSMPUG00000000113	ENSMPUT00000000113	1347.00	1215.30	124.00	16.53	8.01
ENSMPUG00000000114	ENSMPUT00000000114	366.00	239.22	0.00	0.00	0.00
ENSMPUG00000000115	ENSMPUT00000000115	2079.00	1947.30	63.00	5.24	2.54
ENSMPUG00000000116	ENSMPUT00000000116	828.00	696.31	92.00	21.42	10.39
ENSMPUG00000000117	ENSMPUT00000000117	4090.00	3958.30	2729.01	111.52	54.08
ENSMPUG00000000118	ENSMPUT00000000118	1222.00	1090.30	8.00	1.19	0.58
ENSMPUG00000000119	ENSMPUT00000000119	6771.00	6639.30	606.00	14.76	7.16
ENSMPUG00000000120	ENSMPUT00000000120	2744.00	2612.30	4.00	0.25	0.12
ENSMPUG00000000121	ENSMPUT00000000121	627.00	495.57	27.34	8.95	4.34
ENSMPUG00000000122	ENSMPUT00000000122	2250.00	2118.30	5.00	0.38	0.19
ENSMPUG00000000123	ENSMPUT00000000123	2381.00	2249.30	171.00	12.30	5.97
ENSMPUG00000000124	ENSMPUT00000000124	7543.00	7411.30	262.96	5.74	2.78
ENSMPUG00000000125	ENSMPUT00000000125	2977.00	2845.30	53.00	3.01	1.46
ENSMPUG00000000126	ENSMPUT00000000126	1008.00	876.30	239.00	44.20	21.43
ENSMPUG00000000127	ENSMPUT00000000127	5398.00	5266.30	842.87	25.89	12.55
ENSMPUG00000000128	ENSMPUT00000000128	1493.00	1361.30	4419.87	525.76	254.93
ENSMPUG00000000129	ENSMPUT00000000129	270.00	150.96	0.00	0.00	0.00
ENSMPUG00000000130	ENSMPUT00000000130	664.00	532.46	0.00	0.00	0.00
ENSMPUG00000000131	ENSMPUT00000000131	6681.00	6549.30	2722.00	67.21	32.59
ENSMPUG00000000132	ENSMPUT00000000132	3249.00	3117.30	0.00	0.00	0.00
ENSMPUG00000000133	ENSMPUT00000000133	6292.00	6160.30	46.00	1.21	0.59
ENSMPUG00000000134	ENSMPUT00000000134	1374.00	1242.30	14753.00	1923.30	932.58
ENSMPUG00000000135	ENSMPUT00000000135	2607.00	2475.30	0.00	0.00	0.00
ENSMPUG00000000136	ENSMPUT00000000136	1884.00	1752.30	221.00	20.42	9.90
ENSMPUG00000000137	ENSMPUT00000000137	543.00	412.04	18.00	7.10	3.44
ENSMPUG00000000138	ENSMPUT00000000138,ENSMPUT00000000139	1864.06	1732.36	2173.75	203.12	98.49
ENSMPUG00000000139	ENSMPUT00000000140	2002.00	1870.30	127.00	10.99	5.33
ENSMPUG00000000140	ENSMPUT00000000141	2703.00	2571.30	4.00	0.25	0.12
ENSMPUG00000000141	ENSMPUT00000000142	927.00	795.30	0.00	0.00	0.00
ENSMPUG00000000142	ENSMPUT00000000143	7710.00	7578.30	68.00	1.45	0.70
ENSMPUG00000000143	ENSMPUT00000000144	1413.00	1281.30	3.00	0.38	0.18
ENSMPUG00000000144	ENSMPUT00000000145	1362.00	1230.30	2.00	0.26	0.13
ENSMPUG00000000145	ENSMPUT00000000146	4764.00	4632.30	0.00	0.00	0.00
ENSMPUG00000000146	ENSMPUT00000000147	927.00	795.30	5.00	1.02	0.49
ENSMPUG00000000147	ENSMPUT00000000148	4645.00	4513.30	116.00	4.16	2.02
ENSMPUG00000000148	ENSMPUT00000000149	2328.00	2196.30	361.23	26.62	12.91
ENSMPUG00000000149	ENSMPUT00000000150	978.00	846.30	0.00	0.00	0.00
ENSMPUG00000000150	ENSMPUT00000000151	4221.00	4089.30	20474.97	809.91	392.71
ENSMPUG00000000151	ENSMPUT00000000152	3330.00	3198.30	0.00	0.00	0.00
ENSMPUG00000000152	ENSMPUT00000000153	5658.00	5526.30	657.27	19.24	9.33
ENSMPUG00000000153	ENSMPUT00000000154	1578.00	1446.30	2.00	0.22	0.11
ENSMPUG00000000154	ENSMPUT00000000155	4629.00	4497.30	300.00	10.79	5.23
ENSMPUG00000000155	ENSMPUT00000000156	1065.00	933.30	288.00	50.00	24.25
ENSMPUG00000000156	ENSMPUT00000000157	2473.00	2341.30	398.00	27.51	13.34
ENSMPUG00000000157	ENSMPUT00000000158	651.00	519.50	0.00	0.00	0.00
ENSMPUG00000000158	ENSMPUT00000000159	4059.00	3927.30	15.00	0.62	0.30
ENSMPUG00000000159	ENSMPUT00000000160	1036.00	904.30	0.00	0.00	0.00
ENSMPUG00000000160	ENSMPUT00000000161	3556.00	3424.30	2.00	0.09	0.05
ENSMPUG00000000161	ENSMPUT00000000162	1044.00	912.30	0.00	0.00	0.00
ENSMPUG00000000162	ENSMPUT00000000163	1062.00	930.30	0.00	0.00	0.00
ENSMPUG00000000163	ENSMPUT00000000164	8529.00	8397.30	10223.00	196.87	95.46
ENSMPUG00000000164	ENSMPUT00000000165	882.00	750.30	469.22	101.39	49.16
ENSMPUG00000000165	ENSMPUT00000000166	3777.00	3645.30	0.00	0.00	0.00
ENSMPUG00000000166	ENSMPUT00000000167	1299.00	1167.30	344.03	47.74	23.15
ENSMPUG00000000167	ENSMPUT00000000168	8085.00	7953.30	2428.08	49.37	23.94
ENSMPUG00000000168	ENSMPUT00000000169	933.00	801.30	0.00	0.00	0.00
ENSMPUG00000000169	ENSMPUT00000000170	1665.00	1533.30	252.00	26.61	12.90
ENSMPUG00000000170	ENSMPUT00000000171	3074.00	2942.30	375.00	20.62	10.00
ENSMPUG00000000171	ENSMPUT00000000172	929.00	797.30	2.00	0.41	0.20
ENSMPUG00000000172	ENSMPUT00000000173	1259.00	1127.30	2581.06	370.87	179.83
ENSMPUG00000000173	ENSMPUT00000000174	5609.00	5477.30	349.99	10.33	5.01
ENSMPUG00000000174	ENSMPUT00000000175	8399.00	8267.30	968.00	18.93	9.18
ENSMPUG00000000175	ENSMPUT00000000176	3373.00	3241.30	157.00	7.84	3.80
ENSMPUG00000000176	ENSMPUT00000000177	1374.00	1242.30	850.00	110.81	53.73
ENSMPUG00000000177	ENSMPUT00000000178	663.00	531.47	36.09	11.02	5.34
ENSMPUG00000000178	ENSMPUT00000000179	663.00	531.47	1.00	0.31	0.15
ENSMPUG00000000179	ENSMPUT00000000180	4001.00	3869.30	67.61	2.83	1.37
ENSMPUG00000000180	ENSMPUT00000000181	966.00	834.30	0.00	0.00	0.00
ENSMPUG00000000181	ENSMPUT00000000182	3490.00	3358.30	897.00	43.21	20.95
ENSMPUG00000000182	ENSMPUT00000000183	5819.00	5687.30	783.00	22.27	10.80
ENSMPUG00000000183	ENSMPUT00000000184	1056.00	924.30	0.00	0.00	0.00
ENSMPUG00000000184	ENSMPUT00000000185	1749.00	1617.30	156.11	15.63	7.58
ENSMPUG00000000185	ENSMPUT00000000186	957.00	825.30	0.00	0.00	0.00
ENSMPUG00000000186	ENSMPUT00000000187	957.00	825.30	0.00	0.00	0.00
ENSMPUG00000000187	ENSMPUT00000000188	3399.00	3267.30	433.00	21.44	10.40
ENSMPUG00000000188	ENSMPUT00000000189	1903.00	1771.30	0.00	0.00	0.00
ENSMPUG00000000189	ENSMPUT00000000190	3423.00	3291.30	229.00	11.26	5.46
ENSMPUG00000000190	ENSMPUT00000000191	4248.00	4116.30	240.00	9.43	4.57
ENSMPUG00000000191	ENSMPUT00000000192	4007.00	3875.30	891.89	37.23	18.05
ENSMPUG00000000192	ENSMPUT00000000193	2482.00	2350.30	0.00	0.00	0.00
ENSMPUG00000000193	ENSMPUT00000000194	3700.00	3568.30	9.00	0.41	0.20
ENSMPUG00000000194	ENSMPUT00000000195	1020.00	888.30	0.00	0.00	0.00
ENSMPUG00000000195	ENSMPUT00000000196	5501.00	5369.30	0.00	0.00	0.00
ENSMPUG00000000196	ENSMPUT00000000197	766.00	634.33	1.00	0.26	0.12
ENSMPUG00000000197	ENSMPUT00000000198	1922.00	1790.30	3.00	0.27	0.13
ENSMPUG00000000198	ENSMPUT00000000199	4484.00	4352.30	135.00	5.02	2.43
ENSMPUG00000000199	ENSMPUT00000000200	6137.00	6005.30	43.00	1.16	0.56
ENSMPUG00000000200	ENSMPUT00000000201	1467.00	1335.30	8.00	0.97	0.47
ENSMPUG00000000201	ENSMPUT00000000202	2190.00	2058.30	1653.00	129.98	63.02
ENSMPUG00000000202	ENSMPUT00000000203	3020.00	2888.30	129.86	7.27	3.53
ENSMPUG00000000203	ENSMPUT00000000204	3936.00	3804.30	1.00	0.04	0.02
ENSMPUG00000000204	ENSMPUT00000000205	472.00	341.93	13927.23	6620.57	3210.22
ENSMPUG00000000205	ENSMPUT00000000206	1977.00	1845.30	0.00	0.00	0.00
ENSMPUG00000000206	ENSMPUT00000000207	1973.00	1841.30	109.00	9.58	4.65
ENSMPUG00000000207	ENSMPUT00000000208	1809.00	1677.30	0.00	0.00	0.00
ENSMPUG00000000208	ENSMPUT00000000209	2434.00	2302.30	118.00	8.29	4.02
ENSMPUG00000000209	ENSMPUT00000000210	5079.00	4947.30	195.00	6.38	3.09
ENSMPUG00000000210	ENSMPUT00000000211	3123.00	2991.30	11.00	0.59	0.29
ENSMPUG00000000211	ENSMPUT00000000212	1216.00	1084.30	138.00	20.62	10.00
ENSMPUG00000000212	ENSMPUT00000000213	1751.00	1619.30	43.00	4.30	2.08
ENSMPUG00000000213	ENSMPUT00000000214	1728.00	1596.30	70.00	7.10	3.44
ENSMPUG00000000214	ENSMPUT00000000215	4686.00	4554.30	66.45	2.36	1.14
ENSMPUG00000000215	ENSMPUT00000000216	6238.00	6106.30	227.00	6.01	2.92
ENSMPUG00000000216	ENSMPUT00000000217	516.00	385.30	2.00	0.84	0.41
ENSMPUG00000000217	ENSMPUT00000000218	2790.00	2658.30	13.00	0.79	0.38
ENSMPUG00000000218	ENSMPUT00000000219	1986.00	1854.30	654.00	57.09	27.68
ENSMPUG00000000219	ENSMPUT00000000220	3289.00	3157.30	66.00	3.38	1.64
ENSMPUG00000000220	ENSMPUT00000000221	2928.00	2796.30	112.00	6.48	3.14
ENSMPUG00000000221	ENSMPUT00000000222	3561.00	3429.30	57.00	2.69	1.30
ENSMPUG00000000222	ENSMPUT00000000223	3175.00	3043.30	884.97	47.05	22.81
ENSMPUG00000000223	ENSMPUT00000000224	1682.00	1550.30	140.00	14.62	7.09
ENSMPUG00000000224	ENSMPUT00000000225	7313.00	7181.30	10.00	0.23	0.11
ENSMPUG00000000225	ENSMPUT00000000226	1947.00	1815.30	0.00	0.00	0.00
ENSMPUG00000000226	ENSMPUT00000000227	615.00	483.61	0.00	0.00	0.00
ENSMPUG00000000227	ENSMPUT00000000228	1667.00	1535.30	39.00	4.11	1.99
ENSMPUG00000000228	ENSMPUT00000000229	5502.00	5370.30	73.00	2.20	1.07
ENSMPUG00000000229	ENSMPUT00000000230	6704.00	6572.30	487.04	11.98	5.81
ENSMPUG00000000230	ENSMPUT00000000231	1760.00	1628.30	308.00	30.62	14.85
ENSMPUG00000000231	ENSMPUT00000000232	2493.00	2361.30	58.00	3.97	1.93
ENSMPUG00000000232	ENSMPUT00000000233	6549.00	6417.30	497.00	12.52	6.07
ENSMPUG00000000233	ENSMPUT00000000234	1804.00	1672.30	0.00	0.00	0.00
ENSMPUG00000000234	ENSMPUT00000000235	2071.00	1939.30	25.00	2.09	1.01
ENSMPUG00000000235	ENSMPUT00000000236	966.00	834.30	0.00	0.00	0.00
ENSMPUG00000000236	ENSMPUT00000000237	8909.00	8777.30	309.00	5.69	2.76
ENSMPUG00000000237	ENSMPUT00000000238	1785.00	1653.30	2.00	0.20	0.09
ENSMPUG00000000238	ENSMPUT00000000239	5779.00	5647.30	476.85	13.66	6.62
ENSMPUG00000000239	ENSMPUT00000000240	2682.00	2550.30	809.00	51.33	24.89
ENSMPUG00000000240	ENSMPUT00000000241	1455.00	1323.30	24.00	2.94	1.42
ENSMPUG00000000241	ENSMPUT00000000242	5450.00	5318.30	56.00	1.70	0.83
ENSMPUG00000000242	ENSMPUT00000000243	1194.00	1062.30	5.00	0.76	0.37
ENSMPUG00000000243	ENSMPUT00000000244	1814.00	1682.30	0.00	0.00	0.00
ENSMPUG00000000244	ENSMPUT00000000245	1754.00	1622.30	8.00	0.80	0.39
ENSMPUG00000000245	ENSMPUT00000000246	2367.00	2235.30	1087.00	78.70	38.16
ENSMPUG00000000246	ENSMPUT00000000247	6140.00	6008.30	274.00	7.38	3.58
ENSMPUG00000000247	ENSMPUT00000000248	2629.00	2497.30	22.00	1.43	0.69
ENSMPUG00000000248	ENSMPUT00000000249	1539.00	1407.30	0.00	0.00	0.00
ENSMPUG00000000249	ENSMPUT00000000250	1055.00	923.30	377.00	66.17	32.08
ENSMPUG00000000250	ENSMPUT00000000251	2016.00	1884.30	0.00	0.00	0.00
ENSMPUG00000000251	ENSMPUT00000000252	3844.00	3712.30	904.70	39.42	19.12
ENSMPUG00000000252	ENSMPUT00000000253	4006.00	3874.30	105.06	4.39	2.13
ENSMPUG00000000253	ENSMPUT00000000254	273.00	153.60	52.00	55.31	26.82
ENSMPUG00000000254	ENSMPUT00000000255	2097.00	1965.30	230.00	18.94	9.18
ENSMPUG00000000255	ENSMPUT00000000256	2335.00	2203.30	2.00	0.15	0.07
ENSMPUG00000000256	ENSMPUT00000000257	1365.00	1233.30	2347.28	308.24	149.46
ENSMPUG00000000257	ENSMPUT00000000258	1849.00	1717.30	32.00	3.02	1.46
ENSMPUG00000000258	ENSMPUT00000000259	1990.00	1858.30	13.00	1.13	0.55
ENSMPUG00000000259	ENSMPUT00000000260	3774.00	3642.30	0.00	0.00	0.00
ENSMPUG00000000260	ENSMPUT00000000261	3959.00	3827.30	14.00	0.59	0.29
ENSMPUG00000000261	ENSMPUT00000000262	378.00	250.66	0.00	0.00	0.00
ENSMPUG00000000262	ENSMPUT00000000263,ENSMPUT00000000264	591.00	463.39	0.00	0.00	0.00
ENSMPUG00000000263	ENSMPUT00000000265	782.00	650.32	38.00	9.48	4.60
ENSMPUG00000000264	ENSMPUT00000000266	660.00	528.47	0.00	0.00	0.00
ENSMPUG00000000265	ENSMPUT00000000267	5924.00	5792.30	615.00	17.17	8.33
ENSMPUG00000000266	ENSMPUT00000000268	1884.00	1752.30	404.00	37.32	18.10
ENSMPUG00000000267	ENSMPUT00000000269	3622.00	3490.30	109.00	5.05	2.45
ENSMPUG00000000268	ENSMPUT00000000270	1278.00	1146.30	64.00	9.04	4.39
ENSMPUG00000000269	ENSMPUT00000000271	1009.00	877.30	4.00	0.74	0.36
ENSMPUG00000000270	ENSMPUT00000000272	462.00	332.11	5.00	2.45	1.19
ENSMPUG00000000271	ENSMPUT00000000273	1925.00	1793.30	1.00	0.09	0.04
ENSMPUG00000000272	ENSMPUT00000000274	2226.00	2094.30	155.00	11.98	5.81
ENSMPUG00000000273	ENSMPUT00000000275	2148.00	2016.30	693.00	55.63	26.97
ENSMPUG00000000274	ENSMPUT00000000276	1002.00	870.30	0.00	0.00	0.00
ENSMPUG00000000275	ENSMPUT00000000277	543.00	412.04	0.00	0.00	0.00
ENSMPUG00000000276	ENSMPUT00000000278	786.00	654.32	85.00	21.07	10.22
ENSMPUG00000000277	ENSMPUT00000000279	3835.00	3703.30	0.00	0.00	0.00
ENSMPUG00000000278	ENSMPUT00000000280	897.00	765.30	181.00	38.34	18.59
ENSMPUG00000000279	ENSMPUT00000000281	2517.00	2385.30	82.00	5.56	2.70
ENSMPUG00000000280	ENSMPUT00000000282	2751.00	2619.30	102.00	6.30	3.06
ENSMPUG00000000281	ENSMPUT00000000283	3087.00	2955.30	297.00	16.26	7.88
ENSMPUG00000000282	ENSMPUT00000000284	2153.00	2021.30	4.00	0.32	0.16
ENSMPUG00000000283	ENSMPUT00000000285	3495.00	3363.30	1.00	0.05	0.02
ENSMPUG00000000284	ENSMPUT00000000286	4515.00	4383.30	3.00	0.11	0.05
ENSMPUG00000000285	ENSMPUT00000000287	2348.00	2216.30	96.00	7.01	3.40
ENSMPUG00000000286	ENSMPUT00000000288	4454.00	4322.30	532.80	19.94	9.67
ENSMPUG00000000287	ENSMPUT00000000289	3106.00	2974.30	161.00	8.76	4.25
ENSMPUG00000000288	ENSMPUT00000000290	510.00	379.37	591.00	253.10	122.73
ENSMPUG00000000289	ENSMPUT00000000291	3639.00	3507.30	0.00	0.00	0.00
ENSMPUG00000000290	ENSMPUT00000000292	6675.00	6543.30	761.10	18.81	9.12
ENSMPUG00000000291	ENSMPUT00000000293	3397.00	3265.30	0.00	0.00	0.00
ENSMPUG00000000292	ENSMPUT00000000294	1660.00	1528.30	372.00	39.41	19.11
ENSMPUG00000000293	ENSMPUT00000000295	4361.00	4229.30	77.00	2.94	1.43
ENSMPUG00000000294	ENSMPUT00000000296	6015.00	5883.30	1.00	0.03	0.01
ENSMPUG00000000295	ENSMPUT00000000297	3901.00	3769.30	4.00	0.17	0.08
ENSMPUG00000000296	ENSMPUT00000000298	3438.00	3306.30	509.99	24.95	12.10
ENSMPUG00000000297	ENSMPUT00000000299	2308.00	2176.30	49.00	3.64	1.77
ENSMPUG00000000298	ENSMPUT00000000300	1722.00	1590.30	866.89	88.25	42.79
ENSMPUG00000000299	ENSMPUT00000000301	1297.00	1165.30	17.00	2.36	1.15
ENSMPUG00000000300	ENSMPUT00000000302	6054.00	5922.30	226.00	6.17	2.99
ENSMPUG00000000301	ENSMPUT00000000303	3522.00	3390.30	396.75	18.93	9.18
ENSMPUG00000000302	ENSMPUT00000000304	1287.00	1155.30	0.00	0.00	0.00
ENSMPUG00000000303	ENSMPUT00000000305	1686.00	1554.30	62.00	6.46	3.13
ENSMPUG00000000304	ENSMPUT00000000306	1245.00	1113.30	231.00	33.61	16.30
ENSMPUG00000000305	ENSMPUT00000000307	888.00	756.30	97.00	20.79	10.08
ENSMPUG00000000306	ENSMPUT00000000308	3179.00	3047.30	31.00	1.65	0.80
