gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
ENSOCUG00000000034	ENSOCUT00000000034	4250.00	4115.88	622.00	8.99	6.59
ENSOCUG00000000036	ENSOCUT00000000036	1008.00	873.88	0.00	0.00	0.00
ENSOCUG00000000038	ENSOCUT00000000038	2284.00	2149.88	567.00	15.70	11.50
ENSOCUG00000000040	ENSOCUT00000000040	687.00	552.97	187.00	20.17	14.78
ENSOCUG00000000041	ENSOCUT00000000041	1702.00	1567.88	6.00	0.23	0.17
ENSOCUG00000000044	ENSOCUT00000000044	939.00	804.88	1.00	0.07	0.05
ENSOCUG00000000045	ENSOCUT00000000045	2817.00	2682.88	17.81	0.40	0.29
ENSOCUG00000000046	ENSOCUT00000000046	792.00	657.89	0.00	0.00	0.00
ENSOCUG00000000049	ENSOCUT00000027874	4492.00	4357.88	600.94	8.21	6.01
ENSOCUG00000000051	ENSOCUT00000031590	9051.00	8916.88	984.01	6.57	4.81
ENSOCUG00000000052	ENSOCUT00000000051	915.00	780.88	0.00	0.00	0.00
ENSOCUG00000000054	ENSOCUT00000000053	681.00	546.98	0.00	0.00	0.00
ENSOCUG00000000055	ENSOCUT00000000055	1293.00	1158.88	68.00	3.50	2.56
ENSOCUG00000000057	ENSOCUT00000000062	9873.00	9738.88	8182.26	49.98	36.62
ENSOCUG00000000059	ENSOCUT00000000057	3165.00	3030.88	599.67	11.78	8.63
ENSOCUG00000000060	ENSOCUT00000000059	3536.00	3401.88	3209.99	56.15	41.14
ENSOCUG00000000061	ENSOCUT00000000061	2153.00	2018.88	144.85	4.27	3.13
ENSOCUG00000000063	ENSOCUT00000000063	1143.00	1008.88	158.98	9.39	6.88
ENSOCUG00000000064	ENSOCUT00000000064	1102.00	967.88	609.44	37.52	27.49
ENSOCUG00000000065	ENSOCUT00000000065	768.00	633.90	0.00	0.00	0.00
ENSOCUG00000000066	ENSOCUT00000000066	1608.00	1473.88	81.00	3.27	2.40
ENSOCUG00000000068	ENSOCUT00000029308	5321.00	5186.88	26.00	0.30	0.22
ENSOCUG00000000069	ENSOCUT00000000070	4485.00	4350.88	19094.44	261.14	191.31
ENSOCUG00000000070	ENSOCUT00000000068	1089.00	954.88	0.00	0.00	0.00
ENSOCUG00000000071	ENSOCUT00000000071	7239.00	7104.88	528.14	4.42	3.24
ENSOCUG00000000072	ENSOCUT00000000072	1876.00	1741.88	6.00	0.21	0.15
ENSOCUG00000000073	ENSOCUT00000000073,ENSOCUT00000033809	2344.24	2210.11	5014.76	135.07	98.95
ENSOCUG00000000074	ENSOCUT00000000074	771.00	636.90	2321.60	217.37	159.25
ENSOCUG00000000075	ENSOCUT00000022040	1011.00	876.88	1297.31	88.17	64.59
ENSOCUG00000000076	ENSOCUT00000000076	6306.00	6171.88	3088.81	29.78	21.81
ENSOCUG00000000077	ENSOCUT00000000077	1164.00	1029.88	210.00	12.15	8.90
ENSOCUG00000000078	ENSOCUT00000000080	1574.00	1439.88	307.00	12.70	9.30
ENSOCUG00000000079	ENSOCUT00000000078	802.00	667.89	0.00	0.00	0.00
ENSOCUG00000000080	ENSOCUT00000000079	1388.00	1253.88	752.00	35.72	26.17
ENSOCUG00000000081	ENSOCUT00000000085	7232.00	7097.88	10193.62	85.44	62.60
ENSOCUG00000000083	ENSOCUT00000000082	1440.00	1305.88	4.00	0.18	0.13
ENSOCUG00000000085	ENSOCUT00000000084	1063.00	928.88	400.00	25.66	18.80
ENSOCUG00000000086	ENSOCUT00000024547	2213.00	2078.88	2568.40	73.55	53.88
ENSOCUG00000000087	ENSOCUT00000000087	726.00	591.93	1.00	0.10	0.07
ENSOCUG00000000089	ENSOCUT00000000089	495.00	361.87	1.00	0.17	0.12
ENSOCUG00000000090	ENSOCUT00000000090	6961.00	6826.88	2294.88	20.00	14.65
ENSOCUG00000000091	ENSOCUT00000000091	2155.00	2020.88	1385.06	40.80	29.89
ENSOCUG00000000092	ENSOCUT00000000092	6173.00	6038.88	2248.44	22.15	16.23
ENSOCUG00000000093	ENSOCUT00000000093	2274.00	2139.88	159.00	4.42	3.24
ENSOCUG00000000094	ENSOCUT00000000094	2180.00	2045.88	162.32	4.72	3.46
ENSOCUG00000000095	ENSOCUT00000000095	1839.00	1704.88	464.96	16.24	11.90
ENSOCUG00000000096	ENSOCUT00000000096	783.00	648.89	0.00	0.00	0.00
ENSOCUG00000000097	ENSOCUT00000000098	7409.00	7274.88	1532.79	12.54	9.18
ENSOCUG00000000098	ENSOCUT00000000097	1971.00	1836.88	111.00	3.60	2.64
ENSOCUG00000000100	ENSOCUT00000000101	2017.00	1882.88	1583.11	50.06	36.67
ENSOCUG00000000101	ENSOCUT00000000100	1449.00	1314.88	74.00	3.35	2.46
ENSOCUG00000000102	ENSOCUT00000023409	4599.00	4464.88	335.01	4.46	3.27
ENSOCUG00000000103	ENSOCUT00000030195	2441.00	2306.88	5.00	0.13	0.09
ENSOCUG00000000104	ENSOCUT00000000104	4012.00	3877.88	2661.47	40.84	29.92
ENSOCUG00000000105	ENSOCUT00000000105	5507.00	5372.88	5870.07	65.01	47.62
ENSOCUG00000000107	ENSOCUT00000000108	6143.00	6008.88	487.42	4.83	3.54
ENSOCUG00000000108	ENSOCUT00000000107	603.00	469.16	282.00	35.87	26.28
ENSOCUG00000000109	ENSOCUT00000000111	6635.00	6500.88	1288.00	11.79	8.64
ENSOCUG00000000111	ENSOCUT00000000114	8511.00	8376.88	4020.96	28.56	20.92
ENSOCUG00000000114	ENSOCUT00000000113	1656.00	1521.88	199.01	7.79	5.70
ENSOCUG00000000116	ENSOCUT00000000116	990.00	855.88	445.77	31.04	22.74
ENSOCUG00000000117	ENSOCUT00000000117	1059.00	924.88	134.37	8.66	6.34
ENSOCUG00000000119	ENSOCUT00000000119	1023.00	888.88	30.00	2.01	1.47
ENSOCUG00000000120	ENSOCUT00000031135	2231.00	2096.88	384.02	10.90	7.99
ENSOCUG00000000121	ENSOCUT00000000121	2243.00	2108.88	114.00	3.22	2.36
ENSOCUG00000000122	ENSOCUT00000000120	5441.00	5306.88	1154.57	12.94	9.48
ENSOCUG00000000123	ENSOCUT00000000123	1262.00	1127.88	209.00	11.04	8.09
ENSOCUG00000000125	ENSOCUT00000000124	840.00	705.88	108.00	9.12	6.68
ENSOCUG00000000127	ENSOCUT00000000127	1827.00	1692.88	827.45	29.10	21.32
ENSOCUG00000000128	ENSOCUT00000000128	5618.00	5483.88	518.82	5.63	4.12
ENSOCUG00000000129	ENSOCUT00000000129	3393.00	3258.88	1166.65	21.31	15.61
ENSOCUG00000000131	ENSOCUT00000000131	3433.00	3298.88	350.00	6.31	4.63
ENSOCUG00000000133	ENSOCUT00000000134	3401.00	3266.88	1102.00	20.08	14.71
ENSOCUG00000000134	ENSOCUT00000031691	2281.00	2146.88	68.00	1.89	1.38
ENSOCUG00000000136	ENSOCUT00000000136	4636.00	4501.88	61.00	0.81	0.59
ENSOCUG00000000137	ENSOCUT00000000137	6269.00	6134.88	4412.17	42.79	31.35
ENSOCUG00000000140	ENSOCUT00000000140	3222.00	3087.88	2708.53	52.20	38.24
ENSOCUG00000000141	ENSOCUT00000000141	1959.00	1824.88	433.02	14.13	10.35
ENSOCUG00000000142	ENSOCUT00000000145	7958.00	7823.88	76.00	0.58	0.42
ENSOCUG00000000143	ENSOCUT00000000142	456.00	323.42	1.00	0.19	0.14
ENSOCUG00000000144	ENSOCUT00000000143	1853.00	1718.88	11.00	0.38	0.28
ENSOCUG00000000145	ENSOCUT00000000144	1401.00	1266.88	800.35	37.63	27.57
ENSOCUG00000000146	ENSOCUT00000000148,ENSOCUT00000033292	7509.68	7375.56	25382.75	204.75	150.00
ENSOCUG00000000147	ENSOCUT00000000146	684.00	549.98	0.00	0.00	0.00
ENSOCUG00000000148	ENSOCUT00000000147	724.00	589.93	760.42	76.88	56.32
ENSOCUG00000000149	ENSOCUT00000000149	1743.00	1608.88	6319.46	233.89	171.35
ENSOCUG00000000151	ENSOCUT00000000150	872.00	737.88	2.00	0.16	0.12
ENSOCUG00000000152	ENSOCUT00000000152	2655.00	2520.88	1593.28	37.62	27.56
ENSOCUG00000000153	ENSOCUT00000000153	1095.00	960.88	565.69	35.08	25.70
ENSOCUG00000000154	ENSOCUT00000000154	441.00	308.70	0.00	0.00	0.00
ENSOCUG00000000155	ENSOCUT00000000155	2544.00	2409.88	810.60	20.02	14.67
ENSOCUG00000000156	ENSOCUT00000000157	2751.00	2616.88	2160.36	49.14	36.00
ENSOCUG00000000157	ENSOCUT00000000156	1471.00	1336.88	865.49	38.56	28.25
ENSOCUG00000000158	ENSOCUT00000000158	2706.00	2571.88	3507.80	81.18	59.47
ENSOCUG00000000159	ENSOCUT00000000159	1425.00	1290.88	564.95	26.07	19.10
ENSOCUG00000000161	ENSOCUT00000000162,ENSOCUT00000021490	1455.68	1321.56	771.04	34.75	25.46
ENSOCUG00000000162	ENSOCUT00000000161	579.00	445.26	38.00	5.09	3.73
ENSOCUG00000000163	ENSOCUT00000000164	5682.00	5547.88	3407.20	36.54	26.77
ENSOCUG00000000164	ENSOCUT00000000163	1185.00	1050.88	1384.00	78.46	57.48
ENSOCUG00000000165	ENSOCUT00000000165	1027.00	892.88	6.10	0.41	0.30
ENSOCUG00000000166	ENSOCUT00000000166	3863.00	3728.88	154.92	2.47	1.81
ENSOCUG00000000167	ENSOCUT00000000167	4942.00	4807.88	3593.91	44.48	32.58
ENSOCUG00000000169	ENSOCUT00000000169,ENSOCUT00000022050	807.00	672.89	0.00	0.00	0.00
ENSOCUG00000000170	ENSOCUT00000000171	8424.00	8289.88	1580.00	11.34	8.31
ENSOCUG00000000171	ENSOCUT00000000170	384.00	253.28	31.19	7.36	5.39
ENSOCUG00000000172	ENSOCUT00000000172	6134.00	5999.88	1757.85	17.43	12.77
ENSOCUG00000000173	ENSOCUT00000000174	6826.00	6691.88	1285.40	11.43	8.37
ENSOCUG00000000174	ENSOCUT00000000175,ENSOCUT00000033794	2859.29	2725.17	925.00	20.20	14.80
ENSOCUG00000000175	ENSOCUT00000000173	918.00	783.88	0.00	0.00	0.00
ENSOCUG00000000176	ENSOCUT00000000176,ENSOCUT00000022123	1500.00	1365.88	1.00	0.04	0.03
ENSOCUG00000000178	ENSOCUT00000000178	2194.00	2059.88	371.10	10.73	7.86
ENSOCUG00000000179	ENSOCUT00000000179,ENSOCUT00000034091	492.76	360.51	15148.89	2509.41	1838.39
ENSOCUG00000000181	ENSOCUT00000000181	1296.00	1161.88	49.00	2.51	1.84
ENSOCUG00000000182	ENSOCUT00000000182	441.00	308.70	25.00	4.84	3.55
ENSOCUG00000000184	ENSOCUT00000000184	6495.00	6360.88	1266.65	11.85	8.68
ENSOCUG00000000185	ENSOCUT00000000185	4827.00	4692.88	3399.30	43.10	31.58
ENSOCUG00000000186	ENSOCUT00000000186	3174.00	3039.88	555.00	10.87	7.96
ENSOCUG00000000187	ENSOCUT00000000187	1680.00	1545.88	2125.38	81.87	59.98
ENSOCUG00000000188	ENSOCUT00000000190	5976.00	5841.88	3012.00	30.68	22.47
ENSOCUG00000000191	ENSOCUT00000000191	3050.00	2915.88	154.73	3.16	2.31
ENSOCUG00000000193	ENSOCUT00000000195	2958.00	2823.88	1713.06	36.11	26.45
ENSOCUG00000000194	ENSOCUT00000000193	1536.00	1401.88	84.00	3.57	2.61
ENSOCUG00000000195	ENSOCUT00000000194	270.00	147.20	4.00	1.63	1.19
ENSOCUG00000000197	ENSOCUT00000000198	2736.00	2601.88	1428.33	32.67	23.94
ENSOCUG00000000199	ENSOCUT00000000199	2925.00	2790.88	15.00	0.32	0.23
ENSOCUG00000000200	ENSOCUT00000000201,ENSOCUT00000015103,ENSOCUT00000026623	2109.69	1975.57	2755.90	83.05	60.84
ENSOCUG00000000201	ENSOCUT00000000203,ENSOCUT00000028889	1620.88	1486.76	10.00	0.40	0.29
ENSOCUG00000000203	ENSOCUT00000000202	3236.00	3101.88	3096.00	59.40	43.52
ENSOCUG00000000204	ENSOCUT00000000204	939.00	804.88	0.00	0.00	0.00
ENSOCUG00000000205	ENSOCUT00000000205	243.00	123.78	3.73	1.81	1.33
ENSOCUG00000000206	ENSOCUT00000000206	686.00	551.97	0.00	0.00	0.00
ENSOCUG00000000208	ENSOCUT00000000209	5699.00	5564.88	306.00	3.27	2.40
ENSOCUG00000000210	ENSOCUT00000000210	1971.00	1836.88	0.00	0.00	0.00
ENSOCUG00000000213	ENSOCUT00000032177	2770.00	2635.88	78.00	1.76	1.29
ENSOCUG00000000214	ENSOCUT00000031477	801.00	666.89	79.00	7.06	5.17
ENSOCUG00000000215	ENSOCUT00000000216	4210.00	4075.88	364.08	5.32	3.89
ENSOCUG00000000218	ENSOCUT00000000218	1117.00	982.88	255.00	15.46	11.33
ENSOCUG00000000219	ENSOCUT00000027507	813.00	678.89	0.00	0.00	0.00
ENSOCUG00000000220	ENSOCUT00000025713	4691.00	4556.88	4841.98	63.23	46.32
ENSOCUG00000000221	ENSOCUT00000000220	231.00	113.69	0.00	0.00	0.00
ENSOCUG00000000222	ENSOCUT00000000223	3846.00	3711.88	47.02	0.75	0.55
ENSOCUG00000000224	ENSOCUT00000000224,ENSOCUT00000024988	990.11	855.99	21.00	1.46	1.07
ENSOCUG00000000227	ENSOCUT00000000228	4158.00	4023.88	299.20	4.42	3.24
ENSOCUG00000000228	ENSOCUT00000000227	1277.00	1142.88	425.07	22.16	16.23
ENSOCUG00000000229	ENSOCUT00000000229	7487.00	7352.88	3236.18	26.18	19.18
ENSOCUG00000000230	ENSOCUT00000000230	1869.00	1734.88	87.00	2.99	2.19
ENSOCUG00000000231	ENSOCUT00000000232	930.00	795.88	234.00	17.53	12.84
ENSOCUG00000000232	ENSOCUT00000000231	489.00	355.94	4.00	0.67	0.49
ENSOCUG00000000233	ENSOCUT00000000233,ENSOCUT00000033745	1877.66	1743.54	7.00	0.24	0.18
ENSOCUG00000000234	ENSOCUT00000000235	3840.00	3705.88	2482.44	39.86	29.20
ENSOCUG00000000236	ENSOCUT00000000236,ENSOCUT00000026013	1200.00	1065.88	119.01	6.65	4.87
ENSOCUG00000000237	ENSOCUT00000000237	2810.00	2675.88	267.58	5.95	4.36
ENSOCUG00000000239	ENSOCUT00000000239	459.00	326.37	0.00	0.00	0.00
ENSOCUG00000000241	ENSOCUT00000000241	402.00	270.67	27.33	6.04	4.42
ENSOCUG00000000242	ENSOCUT00000030095	2949.00	2814.88	7.11	0.15	0.11
ENSOCUG00000000243	ENSOCUT00000000242,ENSOCUT00000029545	374.00	244.34	0.00	0.00	0.00
ENSOCUG00000000244	ENSOCUT00000000246	1788.00	1653.88	659.51	23.74	17.40
ENSOCUG00000000245	ENSOCUT00000000244	2352.00	2217.88	1536.31	41.23	30.21
ENSOCUG00000000247	ENSOCUT00000000247,ENSOCUT00000023141	2314.10	2179.98	1028.97	28.10	20.58
ENSOCUG00000000248	ENSOCUT00000031222	510.00	376.72	177.41	28.12	20.60
ENSOCUG00000000249	ENSOCUT00000000249	2841.00	2706.88	788.71	17.34	12.71
ENSOCUG00000000250	ENSOCUT00000000250	456.00	323.42	1.18	0.22	0.16
ENSOCUG00000000251	ENSOCUT00000000252	4147.00	4012.88	7523.42	111.56	81.73
ENSOCUG00000000252	ENSOCUT00000000251	600.00	466.17	22.00	2.82	2.06
ENSOCUG00000000255	ENSOCUT00000000255	4848.00	4713.88	2375.00	29.98	21.96
ENSOCUG00000000256	ENSOCUT00000000256	2289.00	2154.88	225.00	6.22	4.55
ENSOCUG00000000258	ENSOCUT00000000258	6001.00	5866.88	4332.39	43.94	32.19
ENSOCUG00000000259	ENSOCUT00000000259	612.00	478.13	194.00	24.21	17.74
ENSOCUG00000000263	ENSOCUT00000000263	6332.00	6197.88	378.30	3.63	2.66
ENSOCUG00000000264	ENSOCUT00000000268	16161.00	16026.88	7784.03	28.89	21.17
ENSOCUG00000000265	ENSOCUT00000000266	2900.00	2765.88	37.00	0.80	0.58
ENSOCUG00000000266	ENSOCUT00000028371	1929.00	1794.88	159.00	5.27	3.86
ENSOCUG00000000268	ENSOCUT00000028289	9430.00	9295.88	122.12	0.78	0.57
ENSOCUG00000000269	ENSOCUT00000000267	1674.00	1539.88	347.00	13.42	9.83
ENSOCUG00000000270	ENSOCUT00000000269	1122.00	987.88	1358.44	81.93	60.03
ENSOCUG00000000271	ENSOCUT00000000271	3881.00	3746.88	853.98	13.56	9.94
ENSOCUG00000000272	ENSOCUT00000000272	3054.00	2919.88	3563.40	72.63	53.21
ENSOCUG00000000274	ENSOCUT00000000275	6341.00	6206.88	884.35	8.48	6.21
ENSOCUG00000000276	ENSOCUT00000000278	3374.00	3239.88	1015.04	18.65	13.66
ENSOCUG00000000277	ENSOCUT00000000277	1602.00	1467.88	88.00	3.57	2.62
ENSOCUG00000000278	ENSOCUT00000023335	5890.00	5755.88	2829.91	29.25	21.43
ENSOCUG00000000280	ENSOCUT00000000280	4036.00	3901.88	26.00	0.40	0.29
ENSOCUG00000000281	ENSOCUT00000000282	1854.00	1719.88	572.00	19.80	14.51
ENSOCUG00000000285	ENSOCUT00000000285,ENSOCUT00000033614	1886.12	1752.00	1913.00	65.01	47.63
ENSOCUG00000000286	ENSOCUT00000000286,ENSOCUT00000027124	4000.04	3865.92	2257.89	34.76	25.46
ENSOCUG00000000289	ENSOCUT00000000289,ENSOCUT00000030784	3243.73	3109.60	423.91	8.11	5.94
ENSOCUG00000000290	ENSOCUT00000030818	2958.00	2823.88	94.00	1.98	1.45
ENSOCUG00000000291	ENSOCUT00000000291	1532.00	1397.88	2470.98	105.27	77.12
ENSOCUG00000000292	ENSOCUT00000000294	7026.00	6891.88	41.00	0.35	0.26
ENSOCUG00000000293	ENSOCUT00000000293	6205.00	6070.88	7.99	0.08	0.06
ENSOCUG00000000297	ENSOCUT00000000296	492.00	358.91	510.76	84.99	62.27
ENSOCUG00000000298	ENSOCUT00000000297	1113.00	978.88	1524.00	92.77	67.96
ENSOCUG00000000299	ENSOCUT00000000299	630.00	496.08	1.30	0.16	0.11
ENSOCUG00000000300	ENSOCUT00000000301,ENSOCUT00000026286	2157.07	2022.94	1896.65	55.82	40.89
ENSOCUG00000000301	ENSOCUT00000000300	1371.00	1236.88	817.00	39.34	28.82
ENSOCUG00000000302	ENSOCUT00000000302	738.00	603.92	303.89	30.01	21.99
ENSOCUG00000000303	ENSOCUT00000000303	3876.00	3741.88	11.00	0.17	0.13
ENSOCUG00000000304	ENSOCUT00000000304	5546.00	5411.88	946.88	10.41	7.63
ENSOCUG00000000305	ENSOCUT00000000305	5628.00	5493.88	452.17	4.90	3.59
ENSOCUG00000000306	ENSOCUT00000000306	735.00	600.92	199.38	19.79	14.50
ENSOCUG00000000307	ENSOCUT00000000308	1671.00	1536.88	316.00	12.24	8.97
ENSOCUG00000000308	ENSOCUT00000000307	1302.00	1167.88	1.00	0.05	0.04
ENSOCUG00000000309	ENSOCUT00000000309	582.00	448.24	0.00	0.00	0.00
ENSOCUG00000000310	ENSOCUT00000000311	3813.00	3678.88	11.00	0.18	0.13
ENSOCUG00000000312	ENSOCUT00000000312,ENSOCUT00000026939	6012.00	5877.88	131.00	1.33	0.97
ENSOCUG00000000313	ENSOCUT00000000316	4536.00	4401.88	13.00	0.18	0.13
ENSOCUG00000000315	ENSOCUT00000000315	5794.00	5659.88	13.00	0.14	0.10
ENSOCUG00000000318	ENSOCUT00000000318	786.00	651.89	92.01	8.42	6.17
ENSOCUG00000000319	ENSOCUT00000024315	1188.00	1053.88	3.00	0.17	0.12
ENSOCUG00000000320	ENSOCUT00000000320,ENSOCUT00000029201	889.81	755.69	70.00	5.52	4.05
ENSOCUG00000000321	ENSOCUT00000000321	1617.00	1482.88	1077.00	43.25	31.69
ENSOCUG00000000322	ENSOCUT00000000324	1905.00	1770.88	522.95	17.58	12.88
ENSOCUG00000000323	ENSOCUT00000000325	5223.00	5088.88	2061.00	24.10	17.65
ENSOCUG00000000324	ENSOCUT00000000323	3111.00	2976.88	1380.00	27.59	20.21
ENSOCUG00000000325	ENSOCUT00000000322	1002.00	867.88	1835.00	126.01	92.31
ENSOCUG00000000326	ENSOCUT00000030649	2760.00	2625.88	660.01	14.96	10.96
ENSOCUG00000000328	ENSOCUT00000000328	1146.00	1011.88	385.48	22.70	16.63
ENSOCUG00000000329	ENSOCUT00000000329	4733.00	4598.88	3862.46	49.98	36.61
ENSOCUG00000000330	ENSOCUT00000000330	1475.00	1340.88	16.00	0.71	0.52
ENSOCUG00000000331	ENSOCUT00000000331	867.00	732.88	203.00	16.51	12.10
ENSOCUG00000000333	ENSOCUT00000000332	4110.00	3975.88	266.00	3.98	2.92
ENSOCUG00000000334	ENSOCUT00000000335	1860.00	1725.88	1380.00	47.61	34.88
ENSOCUG00000000336	ENSOCUT00000000337	1743.00	1608.88	469.00	17.36	12.72
ENSOCUG00000000338	ENSOCUT00000000338,ENSOCUT00000031039	1309.00	1174.88	5050.94	256.09	187.61
ENSOCUG00000000339	ENSOCUT00000000339	1701.00	1566.88	6139.33	233.32	170.93
ENSOCUG00000000341	ENSOCUT00000000341	5672.00	5537.88	214.00	2.30	1.68
ENSOCUG00000000342	ENSOCUT00000000342	3333.00	3198.88	75.00	1.40	1.02
ENSOCUG00000000343	ENSOCUT00000000343	2166.00	2031.88	1043.00	30.56	22.39
ENSOCUG00000000344	ENSOCUT00000000344	1812.00	1677.88	284.00	10.08	7.38
ENSOCUG00000000345	ENSOCUT00000000345	3874.00	3739.88	18.08	0.29	0.21
ENSOCUG00000000346	ENSOCUT00000000346,ENSOCUT00000033838	1646.16	1512.04	914.00	36.00	26.37
ENSOCUG00000000347	ENSOCUT00000000347	666.00	532.01	1990.80	223.24	163.55
ENSOCUG00000000348	ENSOCUT00000000352	5121.00	4986.88	5738.91	68.47	50.16
ENSOCUG00000000349	ENSOCUT00000000349	2280.00	2145.88	54.00	1.50	1.10
ENSOCUG00000000350	ENSOCUT00000000348	960.00	825.88	0.00	0.00	0.00
ENSOCUG00000000353	ENSOCUT00000000353	1227.00	1092.88	554.00	30.20	22.12
ENSOCUG00000000354	ENSOCUT00000000354	1432.00	1297.88	523.00	24.00	17.58
ENSOCUG00000000355	ENSOCUT00000000355	2283.00	2148.88	226.00	6.26	4.59
ENSOCUG00000000356	ENSOCUT00000000357	1614.00	1479.88	1227.27	49.39	36.18
ENSOCUG00000000357	ENSOCUT00000000356	492.00	358.91	152.00	25.29	18.53
ENSOCUG00000000358	ENSOCUT00000000358	561.00	427.34	881.00	123.06	90.15
ENSOCUG00000000359	ENSOCUT00000000359	2708.00	2573.88	2588.79	59.87	43.86
ENSOCUG00000000360	ENSOCUT00000000361	2830.00	2695.88	170.00	3.75	2.75
ENSOCUG00000000361	ENSOCUT00000000360,ENSOCUT00000021995	1146.00	1011.88	3.00	0.18	0.13
ENSOCUG00000000363	ENSOCUT00000000367,ENSOCUT00000006853	883.31	749.19	42.62	3.39	2.48
ENSOCUG00000000364	ENSOCUT00000000364	672.00	538.00	319.00	35.37	25.91
ENSOCUG00000000365	ENSOCUT00000000363	5560.00	5425.88	641.00	7.03	5.15
ENSOCUG00000000367	ENSOCUT00000000372	5538.00	5403.88	1258.89	13.86	10.15
ENSOCUG00000000368	ENSOCUT00000000366	3162.00	3027.88	483.00	9.49	6.96
ENSOCUG00000000370	ENSOCUT00000000368	6893.00	6758.88	1272.13	11.20	8.20
ENSOCUG00000000371	ENSOCUT00000000374	1495.00	1360.88	166.66	7.29	5.34
ENSOCUG00000000373	ENSOCUT00000000370	939.00	804.88	0.00	0.00	0.00
ENSOCUG00000000374	ENSOCUT00000000373	5681.00	5546.88	560.01	6.01	4.40
ENSOCUG00000000375	ENSOCUT00000000376	2136.00	2001.88	69.00	2.05	1.50
ENSOCUG00000000377	ENSOCUT00000000378	2181.00	2046.88	334.00	9.71	7.12
ENSOCUG00000000378	ENSOCUT00000000377	1257.00	1122.88	2.00	0.11	0.08
ENSOCUG00000000379	ENSOCUT00000000380	1617.00	1482.88	0.00	0.00	0.00
ENSOCUG00000000380	ENSOCUT00000000379	5435.00	5300.88	1327.99	14.91	10.92
ENSOCUG00000000381	ENSOCUT00000000381	1887.00	1752.88	801.00	27.21	19.93
ENSOCUG00000000382	ENSOCUT00000023820	3461.00	3326.88	1961.79	35.09	25.71
ENSOCUG00000000383	ENSOCUT00000021070	2584.00	2449.88	0.00	0.00	0.00
ENSOCUG00000000384	ENSOCUT00000000387	4366.00	4231.88	0.00	0.00	0.00
ENSOCUG00000000385	ENSOCUT00000021761	2633.00	2498.88	1022.60	24.36	17.84
ENSOCUG00000000386	ENSOCUT00000000384	729.00	594.93	105.00	10.53	7.71
ENSOCUG00000000387	ENSOCUT00000000386	2642.00	2507.88	36.00	0.85	0.63
ENSOCUG00000000388	ENSOCUT00000000388	2671.00	2536.88	498.00	11.68	8.56
ENSOCUG00000000389	ENSOCUT00000000389	3234.00	3099.88	124.09	2.38	1.75
ENSOCUG00000000391	ENSOCUT00000000391	5271.00	5136.88	30.00	0.35	0.25
ENSOCUG00000000392	ENSOCUT00000000393	884.00	749.88	237.00	18.84	13.80
