Ohno1	Ohno2	Symbol1	Symbol2	Og weighted global mean	Self weighted global mean	Outgroup Support	Duplication time	Gene type
ENSORLG00000003688	ENSORLG00000012732	ildr1a	ildr1b	4.59921821397459e-61	1.4186275782381e-27	7	FishWGD	protein_coding
ENSORLG00000007623	ENSORLG00000013960	HID1 (1 to many)	HID1 (1 to many)	4.88359749983193e-167	3.87211298398834e-18	7	FishWGD	protein_coding
ENSORLG00000017139	ENSORLG00000012903	TNS3 (1 to many)	tns3.1	3.19568926225651e-16	1.54858331299942e-22	6	FishWGD	protein_coding
ENSORLG00000003257	ENSORLG00000002109	btf3 (1 to many)	btf3 (1 to many)	2.5162260061979e-60	3.37273255530926e-13	7	FishWGD	protein_coding
ENSORLG00000020629	ENSORLG00000000367	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	6.65721093354525e-07	1	FishWGD	protein_coding
ENSORLG00000013146	ENSORLG00000010575	lrrc17 (1 to many)	lrrc17 (1 to many)	2.16378803860397e-49	1.94752703373789e-18	6	FishWGD	protein_coding
ENSORLG00000020623	ENSORLG00000000348	nitr9 (1 to many)	nitr12 (1 to many)	0.0118877935397042	6.71589560216512e-07	1	FishWGD	protein_coding
ENSORLG00000000135	ENSORLG00000018196	ahr2 (1 to many)	ahr2 (1 to many)	2.28068989793154e-42	6.95546910855729e-19	6	FishWGD	protein_coding
ENSORLG00000006085	ENSORLG00000013217	ENSORLG00000006085	vmhc	7.77031733655301e-37	1.41060271252648e-06	6	FishWGD	protein_coding
ENSORLG00000001634	ENSORLG00000002061	fgf13a	fgf13b	5.25695758348628e-59	6.84170522735695e-13	7	FishWGD	protein_coding
ENSORLG00000020632	ENSORLG00000000376	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	6.65721093354525e-07	1	FishWGD	protein_coding
ENSORLG00000000117	ENSORLG00000018257	bzw1a (1 to many)	bzw1a (1 to many)	5.38076524905677e-117	1.009627084141e-18	7	FishWGD	protein_coding
ENSORLG00000003993	ENSORLG00000013309	ENSORLG00000003993	ENSORLG00000013309	5.22293598337845e-06	2.73867931950851e-07	1	FishWGD	protein_coding
ENSORLG00000001052	ENSORLG00000013339	XYLT1 (1 to many)	xylt1	1.89293426003463e-79	1.51534493033566e-11	6	FishWGD	protein_coding
ENSORLG00000004511	ENSORLG00000015867	GABRA5 (1 to many)	gabra5	1.27804491728365e-40	0.00588705154686392	6	FishWGD	protein_coding
ENSORLG00000020617	ENSORLG00000000366	nitr9	nitr13 (1 to many)	9.4807777329251e-06	6.65721093354525e-07	1	FishWGD	protein_coding
ENSORLG00000009743	ENSORLG00000006170	ppp3cb	ppp3ca	4.41345492454679e-05	3.23766258812236e-18	3	FishWGD	protein_coding
ENSORLG00000016787	ENSORLG00000011681	si:ch73-21k16.1	lpin1	1.07312923087133e-86	8.88748326582677e-13	6	FishWGD	protein_coding
ENSORLG00000012323	ENSORLG00000001629	ARHGDIA (1 to many)	arhgdia	8.95364862148624e-79	1.35933942435415e-09	6	FishWGD	protein_coding
ENSORLG00000008991	ENSORLG00000014683	epha4a	epha4l	3.86268439177764e-78	2.92299449915578e-06	6	FishWGD	protein_coding
ENSORLG00000007864	ENSORLG00000005512	opn4xa	opn4xb	8.92775224585985e-33	1.38609909996706e-31	2	FishWGD	protein_coding
ENSORLG00000011385	ENSORLG00000020478	ENSORLG00000011385	ugt1a1	1.89026152037987e-56	0.000781902071176035	4	Vertebrata	protein_coding
ENSORLG00000006222	ENSORLG00000008114	slco5a2 (1 to many)	SLCO5A1 (1 to many)	6.77970152576723e-36	2.23441588588419e-10	7	FishWGD	protein_coding
ENSORLG00000010279	ENSORLG00000006040	CAMSAP3 (1 to many)	CAMSAP3 (1 to many)	2.14509536610751e-88	3.14582359023752e-28	5	FishWGD	protein_coding
ENSORLG00000017519	ENSORLG00000001464	ZMIZ2 (1 to many)	zmiz2	1.40950483602395e-27	3.66150808816709e-15	6	FishWGD	protein_coding
ENSORLG00000017357	ENSORLG00000007753	SRSF11 (1 to many)	srsf11	1.06378474950971e-56	2.71644083568955e-14	7	FishWGD	protein_coding
ENSORLG00000007916	ENSORLG00000012546	RBM24 (1 to many)	rbm24a	1.69606065974187e-45	3.93089595052998e-16	6	FishWGD	protein_coding
ENSORLG00000012692	ENSORLG00000017761	zdhhc12b	zdhhc12a	1.26766187289409e-110	1.94440044987559e-15	6	FishWGD	protein_coding
ENSORLG00000004868	ENSORLG00000003268	cadm2a	cadm2b	1.06685808640208e-85	1.31397562999446e-30	6	FishWGD	protein_coding
ENSORLG00000015140	ENSORLG00000012119	lim2.5	lim2.4	1.08863719356068e-34	3.20744623145873e-26	6	FishWGD	protein_coding
ENSORLG00000003432	ENSORLG00000003936	b3glctb	b3glcta	1.16602202859124e-123	1.44073428260535e-36	6	FishWGD	protein_coding
ENSORLG00000018961	ENSORLG00000019391	crygmxl1	crygm6 (1 to many)	1.28887663824198e-10	8.29130683498144e-11	5	FishWGD	protein_coding
ENSORLG00000016371	ENSORLG00000008725	sept7b	ENSORLG00000008725	1.44778233975691e-11	4.61236291892039e-09	1	FishWGD	protein_coding
ENSORLG00000000438	ENSORLG00000006038	GPR61 (1 to many)	gpr61	3.69046022480223e-47	5.05410821141388e-21	6	FishWGD	protein_coding
ENSORLG00000016582	ENSORLG00000015188	march9	MARCH9 (1 to many)	3.84179508895778e-49	3.78622278610519e-13	6	FishWGD	protein_coding
ENSORLG00000001172	ENSORLG00000006660	TRIM35 (1 to many)	trim35-13	0.0195109050758767	0.036206362306892	3	FishWGD	protein_coding
ENSORLG00000015889	ENSORLG00000009223	scg2b	SCG2 (1 to many)	8.7196456662645e-89	3.76293927262183e-12	6	FishWGD	protein_coding
ENSORLG00000008481	ENSORLG00000001198	zgc:165423	zgc:100868 (1 to many)	2.12659324037964e-25	0.007962980758107	4	FishWGD	protein_coding
ENSORLG00000003993	ENSORLG00000013315	ENSORLG00000003993	ENSORLG00000013315	7.37200037710982e-06	2.45625387777558e-07	1	FishWGD	protein_coding
ENSORLG00000008361	ENSORLG00000006370	tead3a	tead3b	1.55234545711982e-125	1.58343803178005e-32	7	FishWGD	protein_coding
ENSORLG00000013506	ENSORLG00000007068	trim35-28	TRIM35 (1 to many)	8.09259194987111e-06	0.0155622201442897	3	FishWGD	protein_coding
ENSORLG00000015535	ENSORLG00000004567	ENSORLG00000015535	lims1	4.34247277379182e-16	1.19743484169038e-08	6	FishWGD	protein_coding
ENSORLG00000007682	ENSORLG00000014744	cx52.9	GJA9 (1 to many)	7.80653326655421e-90	5.03007792899002e-14	6	FishWGD	protein_coding
ENSORLG00000021139	ENSORLG00000021146	ENSORLG00000021139	ENSORLG00000021146	2.99221499324937e-17	5.45723080374866e-06	5	FishWGD	miRNA
ENSORLG00000002495	ENSORLG00000003761	adgrb1b	adgrb1a	6.6606047197703e-82	4.86693029105961e-25	5	FishWGD	protein_coding
ENSORLG00000015457	ENSORLG00000016273	amotl2a	amotl2b	9.01108183747088e-57	5.63130979099946e-23	6	FishWGD	protein_coding
ENSORLG00000021208	ENSORLG00000021267	ola-mir-214	ENSORLG00000021267	9.27677036428737e-33	1.15228101238182e-12	5	FishWGD	miRNA
ENSORLG00000005832	ENSORLG00000012157	arhgef7b	arhgef7a	5.3933854996739e-131	3.38524415400916e-25	6	FishWGD	protein_coding
ENSORLG00000004279	ENSORLG00000014948	rbfox2 (1 to many)	RBFOX2 (1 to many)	6.4236367418421e-06	1.82553321645385e-13	6	FishWGD	protein_coding
ENSORLG00000002847	ENSORLG00000018014	eps15l1a	EPS15L1 (1 to many)	5.87308076807943e-63	2.66460174277733e-12	6	FishWGD	protein_coding
ENSORLG00000018955	ENSORLG00000019353	ENSORLG00000018955	ENSORLG00000019353	7.56240277673234e-34	1.00480678404422e-10	5	FishWGD	protein_coding
ENSORLG00000009566	ENSORLG00000005853	rdh8b	rdh8a	8.94560854467538e-97	6.12929646831632e-26	6	FishWGD	protein_coding
ENSORLG00000014613	ENSORLG00000004067	KCNJ4 (1 to many)	KCNJ4 (1 to many)	2.45431606609518e-18	2.07181486548226e-14	6	FishWGD	protein_coding
ENSORLG00000013888	ENSORLG00000006216	taar15 (1 to many)	taar15 (1 to many)	0.0164457299678808	8.09728022773259e-08	4	FishWGD	protein_coding
ENSORLG00000010505	ENSORLG00000013832	wnk1b (1 to many)	wnk1b (1 to many)	3.96716607331482e-20	6.07905320152896e-09	7	FishWGD	protein_coding
ENSORLG00000008938	ENSORLG00000011644	PIK3CA (1 to many)	pik3ca	1.00478621080016e-60	7.81311534566275e-22	6	FishWGD	protein_coding
ENSORLG00000020618	ENSORLG00000000348	nitr9 (1 to many)	nitr12 (1 to many)	0.0118877935397042	6.71589560216512e-07	1	FishWGD	protein_coding
ENSORLG00000010980	ENSORLG00000011672	si:ch211-113e8.6 (1 to many)	si:ch73-308m11.1	3.91977573985497e-06	0.0143383115246399	5	FishWGD	protein_coding
ENSORLG00000009601	ENSORLG00000015173	hgfb	hgfa	1.39939385506824e-109	1.79240072922457e-29	7	FishWGD	protein_coding
ENSORLG00000008268	ENSORLG00000012953	HEY1 (1 to many)	hey1	3.04063645008261e-62	3.56353647204445e-15	7	FishWGD	protein_coding
ENSORLG00000013130	ENSORLG00000017938	apodb (1 to many)	apoda.1	3.2183164526748e-47	3.29826779294398e-20	6	FishWGD	protein_coding
ENSORLG00000010749	ENSORLG00000000389	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	0.00664820564601513	1	FishWGD	protein_coding
ENSORLG00000002789	ENSORLG00000007848	limk1b	limk1a	1.43293664349144e-74	4.41990626326455e-13	7	FishWGD	protein_coding
ENSORLG00000009025	ENSORLG00000002929	kcnip3b	KCNIP3 (1 to many)	4.20093612912967e-19	2.89309196972718e-18	5	FishWGD	protein_coding
ENSORLG00000008397	ENSORLG00000019865	serinc2	serinc2l	8.29850900496929e-103	5.07259347126514e-19	6	FishWGD	protein_coding
ENSORLG00000012931	ENSORLG00000001662	inab	inaa	2.28612187450424e-92	5.75575111849597e-08	6	FishWGD	protein_coding
ENSORLG00000010719	ENSORLG00000005864	ESYT2 (1 to many)	esyt2a	1.90207309815846e-60	3.11293373404065e-16	6	FishWGD	protein_coding
ENSORLG00000001656	ENSORLG00000008965	dynlt3 (1 to many)	dynlt3 (1 to many)	5.87836190009618e-39	5.22410193662557e-12	7	FishWGD	protein_coding
ENSORLG00000018968	ENSORLG00000019378	crygm6 (1 to many)	ENSORLG00000019378	0.0117794049433155	0.000215590255319374	5	FishWGD	protein_coding
ENSORLG00000020615	ENSORLG00000000366	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	6.65721093354525e-07	1	FishWGD	protein_coding
ENSORLG00000017053	ENSORLG00000012369	hoxc1a (1 to many)	hoxc1a (1 to many)	5.78097716918906e-72	5.33496121259682e-13	6	FishWGD	protein_coding
ENSORLG00000006009	ENSORLG00000002290	SORCS1 (1 to many)	SORCS1 (1 to many)	4.08124816458257e-18	8.61664973275791e-07	6	FishWGD	protein_coding
ENSORLG00000016535	ENSORLG00000009432	eif4g1a	EIF4G1 (1 to many)	8.09450541835122e-18	2.24090723515628e-06	6	FishWGD	protein_coding
ENSORLG00000010564	ENSORLG00000010007	kcnk1b	kcnk1a	1.84183174745553e-37	0.0109796487243274	5	Vertebrata	protein_coding
ENSORLG00000005035	ENSORLG00000006288	ctdspl2a	ctdspl2b	6.64604819861422e-149	6.73001848062576e-29	6	FishWGD	protein_coding
ENSORLG00000009927	ENSORLG00000000488	si:ch211-243g18.2	krt1-c5	9.19759961306392e-26	9.52319303534539e-24	1	FishWGD	protein_coding
ENSORLG00000013916	ENSORLG00000006216	taar15 (1 to many)	taar15 (1 to many)	0.0164457299678808	6.58391587353688e-08	4	FishWGD	protein_coding
ENSORLG00000020620	ENSORLG00000000348	nitr9 (1 to many)	nitr12 (1 to many)	0.0118877935397042	6.71589560216512e-07	1	FishWGD	protein_coding
ENSORLG00000017297	ENSORLG00000014957	impg1a	impg1b	1.07096815637214e-36	3.9255214001386e-26	1	FishWGD	protein_coding
ENSORLG00000008967	ENSORLG00000007177	DSCAML1 (1 to many)	dscaml1	5.88348067592663e-95	5.04855167702972e-16	7	FishWGD	protein_coding
ENSORLG00000007134	ENSORLG00000001076	MARK1 (1 to many)	MARK1 (1 to many)	3.63021830774794e-24	3.19718634016294e-07	5	FishWGD	protein_coding
ENSORLG00000000282	ENSORLG00000006351	zgc:163079	zgc:123217	1.75218331928841e-79	1.21968345470217e-21	6	FishWGD	protein_coding
ENSORLG00000019041	ENSORLG00000000367	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	3.13554265585417e-05	1	FishWGD	protein_coding
ENSORLG00000014364	ENSORLG00000000441	itga6b	itga6l	0.00756442391534117	2.12987782836095e-08	5	FishWGD	protein_coding
ENSORLG00000011826	ENSORLG00000013282	nceh1a	nceh1b	9.64797880264384e-79	5.03128712528649e-14	6	FishWGD	protein_coding
ENSORLG00000015885	ENSORLG00000009230	ap1s3b	ap1s3a	3.24505771165427e-66	3.93810465742777e-09	6	FishWGD	protein_coding
ENSORLG00000005232	ENSORLG00000008223	alg11 (1 to many)	alg11 (1 to many)	2.52495978896225e-50	1.70107100374514e-13	6	FishWGD	protein_coding
ENSORLG00000012445	ENSORLG00000008059	ALPK3 (1 to many)	alpk3a	5.86887623107096e-88	1.36691635087186e-20	6	FishWGD	protein_coding
ENSORLG00000002796	ENSORLG00000002743	spag1a	SPAG1 (1 to many)	1.79777056119684e-115	6.97191385097462e-20	7	FishWGD	protein_coding
ENSORLG00000006373	ENSORLG00000005217	tjp1a	tjp1b	5.11637866330323e-114	2.50141397019121e-28	7	FishWGD	protein_coding
ENSORLG00000000610	ENSORLG00000016397	SHROOM2 (1 to many)	SHROOM2 (1 to many)	3.64760758772196e-68	5.95488335537438e-06	6	FishWGD	protein_coding
ENSORLG00000007822	ENSORLG00000015410	FAIM2 (1 to many)	faim2b	1.06706610645839e-132	9.20648418719541e-23	7	FishWGD	protein_coding
ENSORLG00000001140	ENSORLG00000005683	fibinb	fibina	1.96087526313205e-74	1.40968613151103e-16	6	FishWGD	protein_coding
ENSORLG00000016665	ENSORLG00000013860	olfml2ba	olfml2bb	2.79502120785823e-81	8.76455594347673e-16	7	FishWGD	protein_coding
ENSORLG00000002374	ENSORLG00000011321	AKR1D1 (1 to many)	AKR1D1 (1 to many)	4.57109143632731e-22	2.74531006178582e-16	5	FishWGD	protein_coding
ENSORLG00000005439	ENSORLG00000009983	pde4a	PDE4A (1 to many)	3.55130786232659e-38	8.12083729082428e-12	5	FishWGD	protein_coding
ENSORLG00000013341	ENSORLG00000010655	pik3r3b	pik3r3a	3.88460758701519e-134	2.28626677063793e-15	6	FishWGD	protein_coding
ENSORLG00000002217	ENSORLG00000000630	pi4kab	pi4kaa	2.70895208636834e-91	2.26025555367972e-22	7	FishWGD	protein_coding
ENSORLG00000011205	ENSORLG00000017872	adcyap1a	adcyap1b	4.44351911814403e-63	9.40669439849789e-21	5	FishWGD	protein_coding
ENSORLG00000012998	ENSORLG00000017279	ENSORLG00000012998	ENSORLG00000017279	2.01716934923861e-06	3.96203514786128e-14	2	FishWGD	protein_coding
ENSORLG00000018227	ENSORLG00000000367	nitr12 (1 to many)	nitr13 (1 to many)	0.000174825286255175	0.028610386804084	1	FishWGD	protein_coding
ENSORLG00000010537	ENSORLG00000016786	pnpla7a	pnpla7b	1.7096672553229e-119	8.84271052131356e-21	6	FishWGD	protein_coding
ENSORLG00000005984	ENSORLG00000008061	OSBP (1 to many)	osbp	0.0179877078706183	0.00517424184939263	6	FishWGD	protein_coding
ENSORLG00000017918	ENSORLG00000010254	ackr4a	ackr4b	1.01806298075078e-55	1.97985928195449e-26	6	FishWGD	protein_coding
ENSORLG00000005487	ENSORLG00000008333	ifi30	si:dkey-197i20.6	1.79995115472062e-124	6.90246073544231e-25	6	FishWGD	protein_coding
ENSORLG00000000189	ENSORLG00000006111	si:dkey-93n13.3	DOC2A (1 to many)	4.25055280546699e-41	3.78288150440765e-15	4	FishWGD	protein_coding
ENSORLG00000003959	ENSORLG00000010128	HRH2 (1 to many)	hrh2b	2.33493181591179e-38	1.82910698686952e-11	6	FishWGD	protein_coding
ENSORLG00000000238	ENSORLG00000006351	zgc:123295 (1 to many)	zgc:123217	7.79553462279834e-130	2.86177907650771e-29	6	FishWGD	protein_coding
ENSORLG00000001735	ENSORLG00000004533	ZSWIM6 (1 to many)	ZSWIM6 (1 to many)	1.57953904991161e-111	5.95372834117937e-21	7	FishWGD	protein_coding
ENSORLG00000014178	ENSORLG00000017554	fndc5b	fndc5a	6.01627020615719e-164	1.01593856285685e-10	7	FishWGD	protein_coding
ENSORLG00000010598	ENSORLG00000015775	adora2ab	adora2aa	8.28968148886171e-145	6.26195821973717e-23	7	FishWGD	protein_coding
ENSORLG00000012278	ENSORLG00000009683	SPON1 (1 to many)	SPON1 (1 to many)	3.24734220921056e-12	4.16757527261845e-09	6	Chordata	protein_coding
ENSORLG00000001544	ENSORLG00000006121	HIP1R (1 to many)	hip1rb	3.94621089777069e-149	5.50202710190298e-13	7	FishWGD	protein_coding
ENSORLG00000004941	ENSORLG00000003295	TAOK1 (1 to many)	TAOK1 (1 to many)	5.03506255485482e-142	3.13276212727686e-22	7	FishWGD	protein_coding
ENSORLG00000003942	ENSORLG00000020798	camk1db	camk1da	3.99071327431752e-59	3.09070858622212e-21	6	FishWGD	protein_coding
ENSORLG00000017022	ENSORLG00000002385	slc4a7 (1 to many)	slc4a7 (1 to many)	3.85496617387818e-24	1.33422799562976e-05	7	FishWGD	protein_coding
ENSORLG00000004056	ENSORLG00000004688	znf362a	ZNF362 (1 to many)	6.10074141108502e-20	2.37332980046588e-20	5	FishWGD	protein_coding
ENSORLG00000020119	ENSORLG00000003743	pthlha	pthlhb	1.67367551799445e-44	1.30849081687514e-06	4	FishWGD	protein_coding
ENSORLG00000007657	ENSORLG00000012792	march6 (1 to many)	march6 (1 to many)	5.16802664325013e-26	8.8359623855205e-12	7	FishWGD	protein_coding
ENSORLG00000010369	ENSORLG00000008256	vasna	vasnb	4.23314257619218e-80	1.12385495581963e-14	7	FishWGD	protein_coding
ENSORLG00000010943	ENSORLG00000015659	gpsm2l	gpsm2	1.17714574767993e-78	1.63435661546535e-20	7	FishWGD	protein_coding
ENSORLG00000016461	ENSORLG00000002484	bscl2	bscl2l	3.62871263187966e-35	2.20519072112117e-12	4	FishWGD	protein_coding
ENSORLG00000016416	ENSORLG00000014868	sema6bb	sema6ba	1.90433024316818e-133	2.9213769634091e-21	6	FishWGD	protein_coding
ENSORLG00000002038	ENSORLG00000014938	cul5a	cul5b	2.15126652747477e-100	2.03028065755025e-19	6	FishWGD	protein_coding
ENSORLG00000010772	ENSORLG00000015888	atp2a2b	atp2a2a	3.40844427706908e-103	1.59941027146462e-15	7	FishWGD	protein_coding
ENSORLG00000011849	ENSORLG00000013268	tnfsf10 (1 to many)	tnfsf10 (1 to many)	7.5936339409719e-22	0.00717286524687426	6	FishWGD	protein_coding
ENSORLG00000002454	ENSORLG00000000303	SLC24A3 (1 to many)	slc24a3	2.50086002756082e-19	5.60472896523437e-07	7	FishWGD	protein_coding
ENSORLG00000003653	ENSORLG00000007705	fscn2b	fscn2a	3.02121322589943e-155	3.66258204845038e-22	7	FishWGD	protein_coding
ENSORLG00000000733	ENSORLG00000005264	si:dkey-21e5.1	kcnt1	2.22282463229035e-131	6.96063821613481e-29	7	FishWGD	protein_coding
ENSORLG00000005808	ENSORLG00000010623	PTPRN2 (1 to many)	ptprn2	2.39478816500685e-46	3.44899651908144e-16	7	FishWGD	protein_coding
ENSORLG00000021262	ENSORLG00000021085	ENSORLG00000021262	ENSORLG00000021085	2.8089121575532e-09	4.90553581262684e-05	3	FishWGD	miRNA
ENSORLG00000002341	ENSORLG00000008842	erc2	ERC2 (1 to many)	2.59825559578662e-73	2.00982951156163e-16	6	FishWGD	protein_coding
ENSORLG00000017892	ENSORLG00000011062	gabrr2b	ENSORLG00000011062	2.07207257777195e-14	2.46751819680448e-05	6	FishWGD	protein_coding
ENSORLG00000016015	ENSORLG00000020445	parla	PARL (1 to many)	4.97560535782916e-55	0.0104531018404846	2	FishWGD	protein_coding
ENSORLG00000020626	ENSORLG00000000392	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	6.65721093354525e-07	1	FishWGD	protein_coding
ENSORLG00000010813	ENSORLG00000010661	nrxn3a	nrxn3b	2.89825519665791e-113	1.14389555477914e-16	6	Clupeocephala	protein_coding
ENSORLG00000017923	ENSORLG00000011089	cx52.6	cx52.7	1.74963218433143e-51	4.89252420108219e-12	6	FishWGD	protein_coding
ENSORLG00000019048	ENSORLG00000000389	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	3.13554265585417e-05	1	FishWGD	protein_coding
ENSORLG00000006551	ENSORLG00000016664	PLPP7 (1 to many)	plpp7	1.90434624527142e-76	1.19205548671386e-06	7	FishWGD	protein_coding
ENSORLG00000013833	ENSORLG00000004017	pgap2	PGAP2 (1 to many)	2.20800446844811e-51	5.98368742887041e-17	6	FishWGD	protein_coding
ENSORLG00000003267	ENSORLG00000013048	GXYLT1 (1 to many)	gxylt1b	3.05348447782397e-125	3.76176190760965e-33	6	FishWGD	protein_coding
ENSORLG00000014382	ENSORLG00000010851	cax1	cax2	6.27890681082873e-55	1.23334443801298e-31	3	FishWGD	protein_coding
ENSORLG00000019238	ENSORLG00000010978	si:dkey-191g9.5 (1 to many)	si:dkey-21e13.3	4.25719268418315e-23	2.41403145718125e-07	2	Vertebrata	protein_coding
ENSORLG00000012154	ENSORLG00000013402	rbm38	RBM38 (1 to many)	4.75413371802097e-89	1.02182679701519e-17	6	FishWGD	protein_coding
ENSORLG00000013623	ENSORLG00000010843	ENSORLG00000013623	si:dkey-1d7.3	9.04523874192473e-157	7.97260025506494e-26	7	FishWGD	protein_coding
ENSORLG00000014886	ENSORLG00000003765	rorcb	rorca	9.49267511007567e-78	3.30244948218205e-23	3	FishWGD	protein_coding
ENSORLG00000014624	ENSORLG00000010138	angptl1a	angptl1b	1.18689352743568e-63	8.00344793340809e-18	6	FishWGD	protein_coding
ENSORLG00000004893	ENSORLG00000014758	cox5aa	COX5A (1 to many)	7.71392953271514e-87	1.5370579861406e-10	6	FishWGD	protein_coding
ENSORLG00000011091	ENSORLG00000002413	pparaa	PPARA (1 to many)	1.1294714956716e-59	7.72698498029998e-24	7	FishWGD	protein_coding
ENSORLG00000009475	ENSORLG00000015034	sema3ab	sema3aa	1.18441591243348e-103	4.49378868278277e-36	7	FishWGD	protein_coding
ENSORLG00000013792	ENSORLG00000017423	ehmt1b	EHMT1 (1 to many)	7.61985828610112e-37	2.09403843327672e-08	6	FishWGD	protein_coding
ENSORLG00000000385	ENSORLG00000016312	pkn1a	pkn1b	2.98874086824663e-62	1.53603203496486e-21	6	FishWGD	protein_coding
ENSORLG00000015975	ENSORLG00000008939	fgd4a	FGD4 (1 to many)	1.66118118176358e-89	5.56522337580297e-25	6	FishWGD	protein_coding
ENSORLG00000005982	ENSORLG00000011174	cnot3b	cnot3a	2.65109426826113e-37	6.64533321028545e-24	5	FishWGD	protein_coding
ENSORLG00000007941	ENSORLG00000001986	SHANK1 (1 to many)	shank1	3.2017441714573e-46	1.99945524854351e-19	5	FishWGD	protein_coding
ENSORLG00000019048	ENSORLG00000000366	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	3.13554265585417e-05	1	FishWGD	protein_coding
ENSORLG00000006732	ENSORLG00000007836	ENSORLG00000006732	si:ch211-284e13.4	4.64690396526183e-11	0.0228011629394039	3	FishWGD	protein_coding
ENSORLG00000010512	ENSORLG00000002602	cers2b	cers2a	6.23168896610551e-165	2.5050964801108e-27	7	FishWGD	protein_coding
ENSORLG00000008737	ENSORLG00000017436	atp6ap1lb	ATP6AP1L (1 to many)	0.000214071234464753	1.89464188837514e-13	4	FishWGD	protein_coding
ENSORLG00000009370	ENSORLG00000016230	cipcb	cipca	1.12539713999635e-161	7.77872387547478e-23	7	FishWGD	protein_coding
ENSORLG00000001175	ENSORLG00000006351	zgc:100868 (1 to many)	zgc:123217	8.07222093926841e-130	1.60648624782971e-21	6	FishWGD	protein_coding
ENSORLG00000010749	ENSORLG00000000392	nitr9 (1 to many)	nitr13 (1 to many)	9.4807777329251e-06	0.00664820564601513	1	FishWGD	protein_coding
ENSORLG00000014469	ENSORLG00000005279	trioa	triob	1.62125765259542e-99	3.65220911454361e-19	6	FishWGD	protein_coding
ENSORLG00000002304	ENSORLG00000006025	SORCS3 (1 to many)	si:ch211-207n2.8	1.58773884215811e-53	4.64529534716006e-09	6	FishWGD	protein_coding
ENSORLG00000015080	ENSORLG00000008296	adcy9	ADCY9 (1 to many)	8.13981427645287e-106	6.23854252720215e-25	7	FishWGD	protein_coding
