gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
ENSOCUG00000000068	ENSOCUT00000029308	5321.00	5195.52	36.00	0.26	0.23
ENSOCUG00000000069	ENSOCUT00000000070	4485.00	4359.52	10673.39	90.63	80.75
ENSOCUG00000000070	ENSOCUT00000000068	1089.00	963.52	0.00	0.00	0.00
ENSOCUG00000000071	ENSOCUT00000000071	7239.00	7113.52	259.60	1.35	1.20
ENSOCUG00000000072	ENSOCUT00000000072	1876.00	1750.52	0.00	0.00	0.00
ENSOCUG00000000073	ENSOCUT00000000073,ENSOCUT00000033809	2443.74	2318.26	1412.00	22.55	20.10
ENSOCUG00000000074	ENSOCUT00000000074	771.00	645.53	845.28	48.58	43.28
ENSOCUG00000000075	ENSOCUT00000022040	1011.00	885.52	708.95	29.68	26.45
ENSOCUG00000000076	ENSOCUT00000000076	6306.00	6180.52	622.96	3.73	3.32
ENSOCUG00000000077	ENSOCUT00000000077	1164.00	1038.52	536.52	19.15	17.06
ENSOCUG00000000078	ENSOCUT00000000080	1574.00	1448.52	324.00	8.29	7.38
ENSOCUG00000000079	ENSOCUT00000000078	802.00	676.53	0.00	0.00	0.00
ENSOCUG00000000080	ENSOCUT00000000079	1388.00	1262.52	248.00	7.28	6.49
ENSOCUG00000000081	ENSOCUT00000000085	7232.00	7106.52	5527.71	28.79	25.65
ENSOCUG00000000083	ENSOCUT00000000082	1440.00	1314.52	2.00	0.06	0.05
ENSOCUG00000000085	ENSOCUT00000000084	1063.00	937.52	241.00	9.53	8.49
ENSOCUG00000000086	ENSOCUT00000024547	2213.00	2087.52	2251.92	39.95	35.60
ENSOCUG00000000087	ENSOCUT00000000087	726.00	600.54	0.00	0.00	0.00
ENSOCUG00000000089	ENSOCUT00000000089	495.00	370.01	0.00	0.00	0.00
ENSOCUG00000000090	ENSOCUT00000000090	6961.00	6835.52	919.79	4.98	4.44
ENSOCUG00000000091	ENSOCUT00000000091	2155.00	2029.52	9.00	0.16	0.15
ENSOCUG00000000092	ENSOCUT00000000092	6173.00	6047.52	7725.19	47.28	42.13
ENSOCUG00000000093	ENSOCUT00000000093	2274.00	2148.52	123.00	2.12	1.89
ENSOCUG00000000094	ENSOCUT00000000094	2180.00	2054.52	210.86	3.80	3.39
ENSOCUG00000000095	ENSOCUT00000000095	1839.00	1713.52	269.00	5.82	5.18
ENSOCUG00000000096	ENSOCUT00000000096	783.00	657.53	0.00	0.00	0.00
ENSOCUG00000000097	ENSOCUT00000000098	7409.00	7283.52	876.01	4.45	3.97
ENSOCUG00000000098	ENSOCUT00000000097	1971.00	1845.52	85.00	1.71	1.52
ENSOCUG00000000100	ENSOCUT00000000101	2017.00	1891.52	1041.00	20.38	18.16
ENSOCUG00000000101	ENSOCUT00000000100	1449.00	1323.52	28.00	0.78	0.70
ENSOCUG00000000102	ENSOCUT00000023409	4599.00	4473.52	143.00	1.18	1.05
ENSOCUG00000000103	ENSOCUT00000030195	2441.00	2315.52	12.87	0.21	0.18
ENSOCUG00000000104	ENSOCUT00000000104	4012.00	3886.52	1271.34	12.11	10.79
ENSOCUG00000000105	ENSOCUT00000000105	5507.00	5381.52	1904.00	13.10	11.67
ENSOCUG00000000107	ENSOCUT00000000108	6143.00	6017.52	195.28	1.20	1.07
ENSOCUG00000000108	ENSOCUT00000000107	603.00	477.65	233.00	18.11	16.14
ENSOCUG00000000109	ENSOCUT00000000111	6635.00	6509.52	445.00	2.53	2.25
ENSOCUG00000000111	ENSOCUT00000000114	8511.00	8385.52	89.72	0.40	0.35
ENSOCUG00000000114	ENSOCUT00000000113	1656.00	1530.52	294.07	7.12	6.34
ENSOCUG00000000116	ENSOCUT00000000116	990.00	864.52	1335.96	57.30	51.05
ENSOCUG00000000117	ENSOCUT00000000117	1059.00	933.52	2.00	0.08	0.07
ENSOCUG00000000119	ENSOCUT00000000119	1023.00	897.52	1.00	0.04	0.04
ENSOCUG00000000120	ENSOCUT00000031135	2231.00	2105.52	26.00	0.46	0.41
ENSOCUG00000000121	ENSOCUT00000000121	2243.00	2117.52	45.00	0.79	0.70
ENSOCUG00000000122	ENSOCUT00000000120	5441.00	5315.52	1400.03	9.75	8.69
ENSOCUG00000000123	ENSOCUT00000000123	1262.00	1136.52	144.00	4.70	4.18
ENSOCUG00000000125	ENSOCUT00000000124	840.00	714.52	94.00	4.88	4.35
ENSOCUG00000000127	ENSOCUT00000000127	1827.00	1701.52	240.69	5.24	4.67
ENSOCUG00000000128	ENSOCUT00000000128	5618.00	5492.52	75.98	0.51	0.46
ENSOCUG00000000129	ENSOCUT00000000129	3393.00	3267.52	702.05	7.95	7.09
ENSOCUG00000000131	ENSOCUT00000000131	3433.00	3307.52	181.00	2.03	1.81
ENSOCUG00000000133	ENSOCUT00000000134	3401.00	3275.52	93.00	1.05	0.94
ENSOCUG00000000134	ENSOCUT00000031691	2281.00	2155.52	51.89	0.89	0.79
ENSOCUG00000000136	ENSOCUT00000000136	4636.00	4510.52	20.00	0.16	0.15
ENSOCUG00000000137	ENSOCUT00000000137	6269.00	6143.52	3593.38	21.65	19.29
ENSOCUG00000000140	ENSOCUT00000000140	3222.00	3096.52	945.01	11.30	10.07
ENSOCUG00000000141	ENSOCUT00000000141	1959.00	1833.52	112.01	2.26	2.02
ENSOCUG00000000142	ENSOCUT00000000145	7958.00	7832.52	68.00	0.32	0.29
ENSOCUG00000000143	ENSOCUT00000000142	456.00	331.31	1.10	0.12	0.11
ENSOCUG00000000144	ENSOCUT00000000143	1853.00	1727.52	0.00	0.00	0.00
ENSOCUG00000000145	ENSOCUT00000000144	1401.00	1275.52	842.37	24.47	21.80
ENSOCUG00000000146	ENSOCUT00000000148,ENSOCUT00000033292	7590.94	7465.46	3821.00	18.94	16.88
ENSOCUG00000000147	ENSOCUT00000000146	684.00	558.56	0.00	0.00	0.00
ENSOCUG00000000148	ENSOCUT00000000147	724.00	598.54	38.00	2.36	2.10
ENSOCUG00000000149	ENSOCUT00000000149	1743.00	1617.52	1412.74	32.35	28.83
ENSOCUG00000000151	ENSOCUT00000000150	872.00	746.52	5.00	0.25	0.22
ENSOCUG00000000152	ENSOCUT00000000152	2655.00	2529.52	350.00	5.12	4.56
ENSOCUG00000000153	ENSOCUT00000000153	1095.00	969.52	872.14	33.35	29.71
ENSOCUG00000000154	ENSOCUT00000000154	441.00	316.47	0.00	0.00	0.00
ENSOCUG00000000155	ENSOCUT00000000155	2544.00	2418.52	659.13	10.09	8.99
ENSOCUG00000000156	ENSOCUT00000000157	2751.00	2625.52	2562.72	36.14	32.20
ENSOCUG00000000157	ENSOCUT00000000156	1471.00	1345.52	204.00	5.62	5.01
ENSOCUG00000000158	ENSOCUT00000000158	2706.00	2580.52	2278.46	32.69	29.13
ENSOCUG00000000159	ENSOCUT00000000159	1425.00	1299.52	362.00	10.32	9.20
ENSOCUG00000000161	ENSOCUT00000000162,ENSOCUT00000021490	1457.24	1331.76	241.00	6.71	5.97
ENSOCUG00000000162	ENSOCUT00000000161	579.00	453.69	14.00	1.15	1.02
ENSOCUG00000000163	ENSOCUT00000000164	5682.00	5556.52	1647.52	10.97	9.78
ENSOCUG00000000164	ENSOCUT00000000163	1185.00	1059.52	1360.73	47.60	42.41
ENSOCUG00000000165	ENSOCUT00000000165	1027.00	901.52	5.09	0.21	0.19
ENSOCUG00000000166	ENSOCUT00000000166	3863.00	3737.52	293.10	2.90	2.59
ENSOCUG00000000167	ENSOCUT00000000167	4942.00	4816.52	6524.78	50.14	44.68
ENSOCUG00000000169	ENSOCUT00000000169,ENSOCUT00000022050	807.00	681.53	0.00	0.00	0.00
ENSOCUG00000000170	ENSOCUT00000000171	8424.00	8298.52	679.00	3.03	2.70
ENSOCUG00000000171	ENSOCUT00000000170	384.00	260.45	0.00	0.00	0.00
ENSOCUG00000000172	ENSOCUT00000000172	6134.00	6008.52	377.00	2.32	2.07
ENSOCUG00000000173	ENSOCUT00000000174	6826.00	6700.52	494.01	2.73	2.43
ENSOCUG00000000174	ENSOCUT00000000175,ENSOCUT00000033794	3011.50	2886.02	401.00	5.14	4.58
ENSOCUG00000000175	ENSOCUT00000000173	918.00	792.52	0.00	0.00	0.00
ENSOCUG00000000176	ENSOCUT00000000176,ENSOCUT00000022123	1533.00	1407.52	0.00	0.00	0.00
ENSOCUG00000000178	ENSOCUT00000000178	2194.00	2068.52	10.00	0.18	0.16
ENSOCUG00000000179	ENSOCUT00000000179,ENSOCUT00000034091	491.63	367.15	10357.80	1048.22	933.93
ENSOCUG00000000181	ENSOCUT00000000181	1296.00	1170.52	2.00	0.06	0.06
ENSOCUG00000000182	ENSOCUT00000000182	441.00	316.47	2.00	0.23	0.21
ENSOCUG00000000184	ENSOCUT00000000184	6495.00	6369.52	51.00	0.30	0.26
ENSOCUG00000000185	ENSOCUT00000000185	4827.00	4701.52	1242.39	9.78	8.72
ENSOCUG00000000186	ENSOCUT00000000186	3174.00	3048.52	310.00	3.76	3.35
ENSOCUG00000000187	ENSOCUT00000000187	1680.00	1554.52	3094.58	73.75	65.71
ENSOCUG00000000188	ENSOCUT00000000190	5976.00	5850.52	2228.27	14.10	12.56
ENSOCUG00000000191	ENSOCUT00000000191	3050.00	2924.52	68.00	0.86	0.77
ENSOCUG00000000193	ENSOCUT00000000195	2958.00	2832.52	318.00	4.16	3.70
ENSOCUG00000000194	ENSOCUT00000000193	1536.00	1410.52	16.00	0.42	0.37
ENSOCUG00000000195	ENSOCUT00000000194	270.00	152.23	24.00	5.88	5.24
ENSOCUG00000000197	ENSOCUT00000000198	2736.00	2610.52	35.00	0.50	0.44
ENSOCUG00000000199	ENSOCUT00000000199	2925.00	2799.52	12.00	0.16	0.14
ENSOCUG00000000200	ENSOCUT00000000201,ENSOCUT00000015103,ENSOCUT00000026623	2228.17	2102.69	1978.00	34.84	31.04
ENSOCUG00000000201	ENSOCUT00000000203,ENSOCUT00000028889	1632.00	1506.52	2.00	0.05	0.04
ENSOCUG00000000203	ENSOCUT00000000202	3236.00	3110.52	856.00	10.19	9.08
ENSOCUG00000000204	ENSOCUT00000000204	939.00	813.52	0.00	0.00	0.00
ENSOCUG00000000205	ENSOCUT00000000205	243.00	128.11	10.14	2.96	2.64
ENSOCUG00000000206	ENSOCUT00000000206	686.00	560.56	1.00	0.07	0.06
ENSOCUG00000000208	ENSOCUT00000000209	5699.00	5573.52	7.00	0.05	0.04
ENSOCUG00000000210	ENSOCUT00000000210	1971.00	1845.52	0.89	0.02	0.02
ENSOCUG00000000213	ENSOCUT00000032177	2770.00	2644.52	80.00	1.12	1.00
ENSOCUG00000000214	ENSOCUT00000031477	801.00	675.53	58.00	3.19	2.84
ENSOCUG00000000215	ENSOCUT00000000216	4210.00	4084.52	117.09	1.06	0.95
ENSOCUG00000000218	ENSOCUT00000000218	1117.00	991.52	133.00	4.97	4.43
ENSOCUG00000000219	ENSOCUT00000027507	813.00	687.52	0.00	0.00	0.00
ENSOCUG00000000220	ENSOCUT00000025713	4691.00	4565.52	1795.74	14.56	12.97
ENSOCUG00000000221	ENSOCUT00000000220	231.00	117.69	0.00	0.00	0.00
ENSOCUG00000000222	ENSOCUT00000000223	3846.00	3720.52	107.00	1.06	0.95
ENSOCUG00000000224	ENSOCUT00000000224,ENSOCUT00000024988	989.19	863.72	38.00	1.63	1.45
ENSOCUG00000000227	ENSOCUT00000000228	4158.00	4032.52	286.24	2.63	2.34
ENSOCUG00000000228	ENSOCUT00000000227	1277.00	1151.52	1228.94	39.55	35.24
ENSOCUG00000000229	ENSOCUT00000000229	7487.00	7361.52	1092.03	5.49	4.89
ENSOCUG00000000230	ENSOCUT00000000230	1869.00	1743.52	79.00	1.68	1.50
ENSOCUG00000000231	ENSOCUT00000000232	930.00	804.52	87.00	4.01	3.57
ENSOCUG00000000232	ENSOCUT00000000231	489.00	364.04	5.01	0.51	0.46
ENSOCUG00000000233	ENSOCUT00000000233,ENSOCUT00000033745	1672.20	1546.72	37.02	0.89	0.79
ENSOCUG00000000234	ENSOCUT00000000235	3840.00	3714.52	1619.97	16.15	14.38
ENSOCUG00000000236	ENSOCUT00000000236,ENSOCUT00000026013	1199.21	1073.73	404.00	13.95	12.43
ENSOCUG00000000237	ENSOCUT00000000237	2810.00	2684.52	173.99	2.40	2.14
ENSOCUG00000000239	ENSOCUT00000000239	459.00	334.28	0.00	0.00	0.00
ENSOCUG00000000241	ENSOCUT00000000241	402.00	278.06	14.05	1.88	1.67
ENSOCUG00000000242	ENSOCUT00000030095	2949.00	2823.52	775.10	10.16	9.06
ENSOCUG00000000243	ENSOCUT00000000242,ENSOCUT00000029545	374.00	251.23	0.00	0.00	0.00
ENSOCUG00000000244	ENSOCUT00000000246	1788.00	1662.52	405.83	9.04	8.06
ENSOCUG00000000245	ENSOCUT00000000244	2352.00	2226.52	1722.43	28.65	25.52
ENSOCUG00000000247	ENSOCUT00000000247,ENSOCUT00000023141	2316.00	2190.52	468.57	7.92	7.06
ENSOCUG00000000248	ENSOCUT00000031222	510.00	384.92	134.11	12.94	11.53
ENSOCUG00000000249	ENSOCUT00000000249	2841.00	2715.52	3487.91	47.56	42.37
ENSOCUG00000000250	ENSOCUT00000000250	456.00	331.31	0.00	0.00	0.00
ENSOCUG00000000251	ENSOCUT00000000252	4147.00	4021.52	3426.88	31.54	28.11
ENSOCUG00000000252	ENSOCUT00000000251	600.00	474.65	2.52	0.20	0.18
ENSOCUG00000000255	ENSOCUT00000000255	4848.00	4722.52	992.00	7.78	6.93
ENSOCUG00000000256	ENSOCUT00000000256	2289.00	2163.52	115.00	1.97	1.75
ENSOCUG00000000258	ENSOCUT00000000258	6001.00	5875.52	1802.42	11.35	10.12
ENSOCUG00000000259	ENSOCUT00000000259	612.00	486.63	156.00	11.90	10.60
ENSOCUG00000000263	ENSOCUT00000000263	6332.00	6206.52	301.87	1.80	1.60
ENSOCUG00000000264	ENSOCUT00000000268	16161.00	16035.52	4650.22	10.73	9.56
ENSOCUG00000000265	ENSOCUT00000000266	2900.00	2774.52	77.00	1.03	0.92
ENSOCUG00000000266	ENSOCUT00000028371	1929.00	1803.52	18.00	0.37	0.33
ENSOCUG00000000268	ENSOCUT00000028289	9430.00	9304.52	7.00	0.03	0.02
ENSOCUG00000000269	ENSOCUT00000000267	1674.00	1548.52	226.95	5.43	4.84
ENSOCUG00000000270	ENSOCUT00000000269	1122.00	996.52	367.53	13.67	12.18
ENSOCUG00000000271	ENSOCUT00000000271	3881.00	3755.52	440.99	4.35	3.87
ENSOCUG00000000272	ENSOCUT00000000272	3054.00	2928.52	2101.36	26.57	23.67
ENSOCUG00000000274	ENSOCUT00000000275	6341.00	6215.52	639.99	3.81	3.40
ENSOCUG00000000276	ENSOCUT00000000278	3374.00	3248.52	575.00	6.55	5.84
ENSOCUG00000000277	ENSOCUT00000000277	1602.00	1476.52	127.12	3.19	2.84
ENSOCUG00000000278	ENSOCUT00000023335	5890.00	5764.52	1770.85	11.37	10.13
ENSOCUG00000000280	ENSOCUT00000000280	4036.00	3910.52	21.00	0.20	0.18
ENSOCUG00000000281	ENSOCUT00000000282	1854.00	1728.52	148.89	3.19	2.84
ENSOCUG00000000285	ENSOCUT00000000285,ENSOCUT00000033614	1889.19	1763.71	489.00	10.27	9.15
ENSOCUG00000000286	ENSOCUT00000000286,ENSOCUT00000027124	4026.05	3900.57	8256.23	78.36	69.81
ENSOCUG00000000289	ENSOCUT00000000289,ENSOCUT00000030784	3273.70	3148.22	685.76	8.06	7.19
ENSOCUG00000000290	ENSOCUT00000030818	2958.00	2832.52	1735.00	22.68	20.21
ENSOCUG00000000291	ENSOCUT00000000291	1532.00	1406.52	1204.00	31.72	28.26
ENSOCUG00000000292	ENSOCUT00000000294	7026.00	6900.52	3907.33	20.96	18.67
ENSOCUG00000000293	ENSOCUT00000000293	6205.00	6079.52	0.00	0.00	0.00
ENSOCUG00000000297	ENSOCUT00000000296	492.00	367.02	223.08	22.59	20.12
ENSOCUG00000000298	ENSOCUT00000000297	1113.00	987.52	1930.41	72.46	64.56
ENSOCUG00000000299	ENSOCUT00000000299	630.00	504.61	0.00	0.00	0.00
ENSOCUG00000000300	ENSOCUT00000000301,ENSOCUT00000026286	2157.18	2031.70	545.00	9.93	8.85
ENSOCUG00000000301	ENSOCUT00000000300	1371.00	1245.52	291.00	8.66	7.71
ENSOCUG00000000302	ENSOCUT00000000302	738.00	612.54	79.50	4.82	4.29
ENSOCUG00000000303	ENSOCUT00000000303	3876.00	3750.52	1197.00	11.82	10.53
ENSOCUG00000000304	ENSOCUT00000000304	5546.00	5420.52	598.89	4.09	3.64
ENSOCUG00000000305	ENSOCUT00000000305	5628.00	5502.52	42.39	0.29	0.25
ENSOCUG00000000306	ENSOCUT00000000306	735.00	609.54	109.00	6.64	5.91
ENSOCUG00000000307	ENSOCUT00000000308	1671.00	1545.52	122.00	2.92	2.61
ENSOCUG00000000308	ENSOCUT00000000307	1302.00	1176.52	1.00	0.03	0.03
ENSOCUG00000000309	ENSOCUT00000000309	582.00	456.69	0.00	0.00	0.00
ENSOCUG00000000310	ENSOCUT00000000311	3813.00	3687.52	2.00	0.02	0.02
ENSOCUG00000000312	ENSOCUT00000000312,ENSOCUT00000026939	6012.00	5886.52	405.36	2.55	2.27
ENSOCUG00000000313	ENSOCUT00000000316	4536.00	4410.52	0.00	0.00	0.00
ENSOCUG00000000315	ENSOCUT00000000315	5794.00	5668.52	14.00	0.09	0.08
ENSOCUG00000000318	ENSOCUT00000000318	786.00	660.53	41.00	2.30	2.05
ENSOCUG00000000319	ENSOCUT00000024315	1188.00	1062.52	8.00	0.28	0.25
ENSOCUG00000000320	ENSOCUT00000000320,ENSOCUT00000029201	879.00	753.52	2.00	0.10	0.09
ENSOCUG00000000321	ENSOCUT00000000321	1617.00	1491.52	1525.00	37.88	33.75
ENSOCUG00000000322	ENSOCUT00000000324	1905.00	1779.52	130.00	2.71	2.41
ENSOCUG00000000323	ENSOCUT00000000325	5223.00	5097.52	1042.00	7.57	6.74
ENSOCUG00000000324	ENSOCUT00000000323	3111.00	2985.52	2446.60	30.34	27.03
ENSOCUG00000000325	ENSOCUT00000000322	1002.00	876.52	948.00	40.10	35.73
ENSOCUG00000000326	ENSOCUT00000030649	2760.00	2634.52	183.87	2.58	2.30
ENSOCUG00000000328	ENSOCUT00000000328	1146.00	1020.52	593.91	21.57	19.22
ENSOCUG00000000329	ENSOCUT00000000329	4733.00	4607.52	547.01	4.39	3.92
ENSOCUG00000000330	ENSOCUT00000000330	1475.00	1349.52	0.00	0.00	0.00
ENSOCUG00000000331	ENSOCUT00000000331	867.00	741.52	100.00	5.00	4.46
ENSOCUG00000000333	ENSOCUT00000000332	4110.00	3984.52	154.00	1.43	1.27
ENSOCUG00000000334	ENSOCUT00000000335	1860.00	1734.52	825.01	17.62	15.70
ENSOCUG00000000336	ENSOCUT00000000337	1743.00	1617.52	333.09	7.63	6.80
ENSOCUG00000000338	ENSOCUT00000000338,ENSOCUT00000031039	1309.00	1183.52	1213.00	37.98	33.84
ENSOCUG00000000339	ENSOCUT00000000339	1701.00	1575.52	3014.41	70.88	63.15
ENSOCUG00000000341	ENSOCUT00000000341	5672.00	5546.52	1398.63	9.33	8.32
ENSOCUG00000000342	ENSOCUT00000000342	3333.00	3207.52	2.00	0.02	0.02
ENSOCUG00000000343	ENSOCUT00000000343	2166.00	2040.52	705.00	12.80	11.40
ENSOCUG00000000344	ENSOCUT00000000344	1812.00	1686.52	62.00	1.36	1.21
ENSOCUG00000000345	ENSOCUT00000000345	3874.00	3748.52	35.00	0.35	0.31
ENSOCUG00000000346	ENSOCUT00000000346,ENSOCUT00000033838	1674.40	1548.92	516.00	12.34	11.00
ENSOCUG00000000347	ENSOCUT00000000347	666.00	540.58	1566.34	107.55	95.82
ENSOCUG00000000348	ENSOCUT00000000352	5121.00	4995.52	867.00	6.42	5.72
ENSOCUG00000000349	ENSOCUT00000000349	2280.00	2154.52	19.00	0.33	0.29
ENSOCUG00000000350	ENSOCUT00000000348	960.00	834.52	0.00	0.00	0.00
ENSOCUG00000000353	ENSOCUT00000000353	1227.00	1101.52	486.04	16.35	14.57
ENSOCUG00000000354	ENSOCUT00000000354	1432.00	1306.52	600.00	17.02	15.16
ENSOCUG00000000355	ENSOCUT00000000355	2283.00	2157.52	62.00	1.06	0.95
ENSOCUG00000000356	ENSOCUT00000000357	1614.00	1488.52	241.29	6.01	5.35
ENSOCUG00000000357	ENSOCUT00000000356	492.00	367.02	139.00	14.07	12.54
ENSOCUG00000000358	ENSOCUT00000000358	561.00	435.74	1414.00	120.52	107.38
ENSOCUG00000000359	ENSOCUT00000000359	2708.00	2582.52	1630.19	23.37	20.83
ENSOCUG00000000360	ENSOCUT00000000361	2830.00	2704.52	10.00	0.14	0.12
ENSOCUG00000000361	ENSOCUT00000000360,ENSOCUT00000021995	1188.00	1062.52	0.00	0.00	0.00
ENSOCUG00000000363	ENSOCUT00000000367,ENSOCUT00000006853	888.00	762.52	5.00	0.24	0.22
ENSOCUG00000000364	ENSOCUT00000000364	672.00	546.57	124.00	8.42	7.50
ENSOCUG00000000365	ENSOCUT00000000363	5560.00	5434.52	322.00	2.19	1.95
ENSOCUG00000000367	ENSOCUT00000000372	5538.00	5412.52	656.89	4.49	4.00
ENSOCUG00000000368	ENSOCUT00000000366	3162.00	3036.52	293.00	3.57	3.18
ENSOCUG00000000370	ENSOCUT00000000368	6893.00	6767.52	465.00	2.54	2.27
ENSOCUG00000000371	ENSOCUT00000000374	1495.00	1369.52	126.54	3.42	3.05
ENSOCUG00000000373	ENSOCUT00000000370	939.00	813.52	0.00	0.00	0.00
ENSOCUG00000000374	ENSOCUT00000000373	5681.00	5555.52	486.00	3.24	2.88
ENSOCUG00000000375	ENSOCUT00000000376	2136.00	2010.52	45.84	0.84	0.75
ENSOCUG00000000377	ENSOCUT00000000378	2181.00	2055.52	82.00	1.48	1.32
ENSOCUG00000000378	ENSOCUT00000000377	1257.00	1131.52	0.00	0.00	0.00
ENSOCUG00000000379	ENSOCUT00000000380	1617.00	1491.52	0.00	0.00	0.00
ENSOCUG00000000380	ENSOCUT00000000379	5435.00	5309.52	413.96	2.89	2.57
ENSOCUG00000000381	ENSOCUT00000000381	1887.00	1761.52	548.00	11.52	10.27
ENSOCUG00000000382	ENSOCUT00000023820	3461.00	3335.52	652.00	7.24	6.45
ENSOCUG00000000383	ENSOCUT00000021070	2584.00	2458.52	2.00	0.03	0.03
ENSOCUG00000000384	ENSOCUT00000000387	4366.00	4240.52	0.00	0.00	0.00
ENSOCUG00000000385	ENSOCUT00000021761	2633.00	2507.52	633.31	9.35	8.33
ENSOCUG00000000386	ENSOCUT00000000384	729.00	603.54	16.00	0.98	0.88
ENSOCUG00000000387	ENSOCUT00000000386	2642.00	2516.52	0.00	0.00	0.00
ENSOCUG00000000388	ENSOCUT00000000388	2671.00	2545.52	324.16	4.72	4.20
ENSOCUG00000000389	ENSOCUT00000000389	3234.00	3108.52	100.58	1.20	1.07
ENSOCUG00000000391	ENSOCUT00000000391	5271.00	5145.52	118.00	0.85	0.76
ENSOCUG00000000392	ENSOCUT00000000393	884.00	758.52	127.00	6.21	5.53
ENSOCUG00000000393	ENSOCUT00000000392	904.00	778.52	7.00	0.33	0.30
