gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
ENSOCUG00000000224	ENSOCUT00000000224,ENSOCUT00000024988	989.54	862.13	33.00	2.18	1.27
ENSOCUG00000000227	ENSOCUT00000000228	4158.00	4030.59	294.56	4.16	2.41
ENSOCUG00000000228	ENSOCUT00000000227	1277.00	1149.59	734.82	36.47	21.13
ENSOCUG00000000229	ENSOCUT00000000229	7487.00	7359.59	562.00	4.35	2.52
ENSOCUG00000000230	ENSOCUT00000000230	1869.00	1741.59	56.00	1.83	1.06
ENSOCUG00000000231	ENSOCUT00000000232	930.00	802.59	130.00	9.25	5.36
ENSOCUG00000000232	ENSOCUT00000000231	489.00	362.35	9.00	1.42	0.82
ENSOCUG00000000233	ENSOCUT00000000233,ENSOCUT00000033745	1593.00	1465.59	2.00	0.08	0.05
ENSOCUG00000000234	ENSOCUT00000000235	3840.00	3712.59	2354.58	36.14	20.94
ENSOCUG00000000236	ENSOCUT00000000236,ENSOCUT00000026013	1200.00	1072.59	236.00	12.55	7.28
ENSOCUG00000000237	ENSOCUT00000000237	2810.00	2682.59	119.01	2.53	1.47
ENSOCUG00000000239	ENSOCUT00000000239	459.00	332.67	0.00	0.00	0.00
ENSOCUG00000000241	ENSOCUT00000000241	402.00	276.65	9.06	1.88	1.09
ENSOCUG00000000242	ENSOCUT00000030095	2949.00	2821.59	1673.19	33.80	19.59
ENSOCUG00000000243	ENSOCUT00000000242,ENSOCUT00000029545	374.00	250.00	0.00	0.00	0.00
ENSOCUG00000000244	ENSOCUT00000000246	1788.00	1660.59	496.99	17.07	9.89
ENSOCUG00000000245	ENSOCUT00000000244	2352.00	2224.59	5905.97	151.34	87.70
ENSOCUG00000000247	ENSOCUT00000000247,ENSOCUT00000023141	2316.00	2188.59	190.69	4.97	2.88
ENSOCUG00000000248	ENSOCUT00000031222	510.00	383.19	915.64	136.68	79.21
ENSOCUG00000000249	ENSOCUT00000000249	2841.00	2713.59	3385.64	71.11	41.21
ENSOCUG00000000250	ENSOCUT00000000250	456.00	329.71	0.00	0.00	0.00
ENSOCUG00000000251	ENSOCUT00000000252	4147.00	4019.59	3449.77	48.90	28.34
ENSOCUG00000000252	ENSOCUT00000000251	600.00	472.80	3.00	0.36	0.21
ENSOCUG00000000255	ENSOCUT00000000255	4848.00	4720.59	783.13	9.45	5.48
ENSOCUG00000000256	ENSOCUT00000000256	2289.00	2161.59	206.00	5.43	3.15
ENSOCUG00000000258	ENSOCUT00000000258	6001.00	5873.59	1334.79	12.95	7.50
ENSOCUG00000000259	ENSOCUT00000000259	612.00	484.77	216.00	25.47	14.76
ENSOCUG00000000263	ENSOCUT00000000263	6332.00	6204.59	104.43	0.96	0.56
ENSOCUG00000000264	ENSOCUT00000000268	16161.00	16033.59	10943.64	38.88	22.53
ENSOCUG00000000265	ENSOCUT00000000266	2900.00	2772.59	9.00	0.19	0.11
ENSOCUG00000000266	ENSOCUT00000028371	1929.00	1801.59	22.00	0.70	0.40
ENSOCUG00000000268	ENSOCUT00000028289	9430.00	9302.59	20.00	0.12	0.07
ENSOCUG00000000269	ENSOCUT00000000267	1674.00	1546.59	133.00	4.90	2.84
ENSOCUG00000000270	ENSOCUT00000000269	1122.00	994.59	417.10	23.93	13.87
ENSOCUG00000000271	ENSOCUT00000000271	3881.00	3753.59	209.99	3.19	1.85
ENSOCUG00000000272	ENSOCUT00000000272	3054.00	2926.59	2020.69	39.35	22.80
ENSOCUG00000000274	ENSOCUT00000000275	6341.00	6213.59	512.38	4.70	2.72
ENSOCUG00000000276	ENSOCUT00000000278	3374.00	3246.59	64.00	1.12	0.65
ENSOCUG00000000277	ENSOCUT00000000277	1602.00	1474.59	204.00	7.89	4.57
ENSOCUG00000000278	ENSOCUT00000023335	5890.00	5762.59	2065.42	20.42	11.83
ENSOCUG00000000280	ENSOCUT00000000280	4036.00	3908.59	0.00	0.00	0.00
ENSOCUG00000000281	ENSOCUT00000000282	1854.00	1726.59	128.00	4.23	2.45
ENSOCUG00000000285	ENSOCUT00000000285,ENSOCUT00000033614	1885.43	1758.01	172.00	5.58	3.23
ENSOCUG00000000286	ENSOCUT00000000286,ENSOCUT00000027124	4044.43	3917.01	111334.12	1619.59	938.61
ENSOCUG00000000289	ENSOCUT00000000289,ENSOCUT00000030784	3259.07	3131.66	169.99	3.09	1.79
ENSOCUG00000000290	ENSOCUT00000030818	2958.00	2830.59	92.00	1.85	1.07
ENSOCUG00000000291	ENSOCUT00000000291	1532.00	1404.59	1441.00	58.51	33.91
ENSOCUG00000000292	ENSOCUT00000000294	7026.00	6898.59	12287.96	101.47	58.81
ENSOCUG00000000293	ENSOCUT00000000293	6205.00	6077.59	6.83	0.06	0.04
ENSOCUG00000000297	ENSOCUT00000000296	492.00	365.33	36.37	5.70	3.30
ENSOCUG00000000298	ENSOCUT00000000297	1113.00	985.59	1354.00	78.39	45.43
ENSOCUG00000000299	ENSOCUT00000000299	630.00	502.73	0.00	0.00	0.00
ENSOCUG00000000300	ENSOCUT00000000301,ENSOCUT00000026286	2157.00	2029.59	366.00	10.28	5.96
ENSOCUG00000000301	ENSOCUT00000000300	1371.00	1243.59	127.03	5.83	3.38
ENSOCUG00000000302	ENSOCUT00000000302	738.00	610.61	67.10	6.28	3.64
ENSOCUG00000000303	ENSOCUT00000000303	3876.00	3748.59	19997.94	303.99	176.17
ENSOCUG00000000304	ENSOCUT00000000304	5546.00	5418.59	227.08	2.39	1.38
ENSOCUG00000000305	ENSOCUT00000000305	5628.00	5500.59	31.57	0.33	0.19
ENSOCUG00000000306	ENSOCUT00000000306	735.00	607.61	59.50	5.59	3.24
ENSOCUG00000000307	ENSOCUT00000000308	1671.00	1543.59	112.00	4.14	2.40
ENSOCUG00000000308	ENSOCUT00000000307	1302.00	1174.59	0.00	0.00	0.00
ENSOCUG00000000309	ENSOCUT00000000309	582.00	454.85	0.00	0.00	0.00
ENSOCUG00000000310	ENSOCUT00000000311	3813.00	3685.59	3.00	0.05	0.03
ENSOCUG00000000312	ENSOCUT00000000312,ENSOCUT00000026939	6012.00	5884.59	2282.30	22.10	12.81
ENSOCUG00000000313	ENSOCUT00000000316	4536.00	4408.59	1.00	0.01	0.01
ENSOCUG00000000315	ENSOCUT00000000315	5794.00	5666.59	130.00	1.31	0.76
ENSOCUG00000000318	ENSOCUT00000000318	786.00	658.59	49.00	4.25	2.46
ENSOCUG00000000319	ENSOCUT00000024315	1188.00	1060.59	1.00	0.05	0.03
ENSOCUG00000000320	ENSOCUT00000000320,ENSOCUT00000029201	879.00	751.59	4.00	0.30	0.18
ENSOCUG00000000321	ENSOCUT00000000321	1617.00	1489.59	1577.00	60.37	34.99
ENSOCUG00000000322	ENSOCUT00000000324	1905.00	1777.59	90.00	2.89	1.67
ENSOCUG00000000323	ENSOCUT00000000325	5223.00	5095.59	500.00	5.59	3.24
ENSOCUG00000000324	ENSOCUT00000000323	3111.00	2983.59	6001.07	114.63	66.43
ENSOCUG00000000325	ENSOCUT00000000322	1002.00	874.59	152.00	9.92	5.75
ENSOCUG00000000326	ENSOCUT00000030649	2760.00	2632.59	85.00	1.84	1.07
ENSOCUG00000000328	ENSOCUT00000000328	1146.00	1018.59	131.26	7.35	4.26
ENSOCUG00000000329	ENSOCUT00000000329	4733.00	4605.59	245.04	3.03	1.76
ENSOCUG00000000330	ENSOCUT00000000330	1475.00	1347.59	0.00	0.00	0.00
ENSOCUG00000000331	ENSOCUT00000000331	867.00	739.59	40.00	3.09	1.79
ENSOCUG00000000333	ENSOCUT00000000332	4110.00	3982.59	59.00	0.84	0.49
ENSOCUG00000000334	ENSOCUT00000000335	1860.00	1732.59	1713.00	56.37	32.67
ENSOCUG00000000336	ENSOCUT00000000337	1743.00	1615.59	193.88	6.84	3.97
ENSOCUG00000000338	ENSOCUT00000000338,ENSOCUT00000031039	1309.00	1181.59	412.00	19.89	11.53
ENSOCUG00000000339	ENSOCUT00000000339	1701.00	1573.59	1624.22	58.86	34.11
ENSOCUG00000000341	ENSOCUT00000000341	5672.00	5544.59	95.00	0.98	0.57
ENSOCUG00000000342	ENSOCUT00000000342	3333.00	3205.59	1.00	0.02	0.01
ENSOCUG00000000343	ENSOCUT00000000343	2166.00	2038.59	340.00	9.51	5.51
ENSOCUG00000000344	ENSOCUT00000000344	1812.00	1684.59	139.00	4.70	2.73
ENSOCUG00000000345	ENSOCUT00000000345	3874.00	3746.59	10.00	0.15	0.09
ENSOCUG00000000346	ENSOCUT00000000346,ENSOCUT00000033838	1701.63	1574.22	460.00	16.66	9.66
ENSOCUG00000000347	ENSOCUT00000000347	666.00	538.67	1140.15	120.94	70.09
ENSOCUG00000000348	ENSOCUT00000000352	5121.00	4993.59	615.20	7.02	4.07
ENSOCUG00000000349	ENSOCUT00000000349	2280.00	2152.59	6.00	0.16	0.09
ENSOCUG00000000350	ENSOCUT00000000348	960.00	832.59	0.00	0.00	0.00
ENSOCUG00000000353	ENSOCUT00000000353	1227.00	1099.59	107.00	5.55	3.22
ENSOCUG00000000354	ENSOCUT00000000354	1432.00	1304.59	297.00	12.99	7.53
ENSOCUG00000000355	ENSOCUT00000000355	2283.00	2155.59	1929.89	51.04	29.58
ENSOCUG00000000356	ENSOCUT00000000357	1614.00	1486.59	128.00	4.91	2.85
ENSOCUG00000000357	ENSOCUT00000000356	492.00	365.33	50.00	7.83	4.54
ENSOCUG00000000358	ENSOCUT00000000358	561.00	433.92	607.00	79.98	46.35
ENSOCUG00000000359	ENSOCUT00000000359	2708.00	2580.59	1115.08	24.63	14.27
ENSOCUG00000000360	ENSOCUT00000000361	2830.00	2702.59	34.00	0.72	0.42
ENSOCUG00000000361	ENSOCUT00000000360,ENSOCUT00000021995	1188.00	1060.59	0.00	0.00	0.00
ENSOCUG00000000363	ENSOCUT00000000367,ENSOCUT00000006853	888.00	760.59	3.90	0.29	0.17
ENSOCUG00000000364	ENSOCUT00000000364	672.00	544.67	52.00	5.46	3.16
ENSOCUG00000000365	ENSOCUT00000000363	5560.00	5432.59	275.00	2.88	1.67
ENSOCUG00000000367	ENSOCUT00000000372	5538.00	5410.59	554.51	5.84	3.38
ENSOCUG00000000368	ENSOCUT00000000366	3162.00	3034.59	427.00	8.02	4.65
ENSOCUG00000000370	ENSOCUT00000000368	6893.00	6765.59	134.99	1.14	0.66
ENSOCUG00000000371	ENSOCUT00000000374	1495.00	1367.59	62.73	2.62	1.52
ENSOCUG00000000373	ENSOCUT00000000370	939.00	811.59	0.00	0.00	0.00
ENSOCUG00000000374	ENSOCUT00000000373	5681.00	5553.59	149.00	1.53	0.89
ENSOCUG00000000375	ENSOCUT00000000376	2136.00	2008.59	169.06	4.80	2.78
ENSOCUG00000000377	ENSOCUT00000000378	2181.00	2053.59	18.00	0.50	0.29
ENSOCUG00000000378	ENSOCUT00000000377	1257.00	1129.59	2.00	0.10	0.06
ENSOCUG00000000379	ENSOCUT00000000380	1617.00	1489.59	0.00	0.00	0.00
ENSOCUG00000000380	ENSOCUT00000000379	5435.00	5307.59	195.00	2.09	1.21
ENSOCUG00000000381	ENSOCUT00000000381	1887.00	1759.59	354.00	11.47	6.65
ENSOCUG00000000382	ENSOCUT00000023820	3461.00	3333.59	260.00	4.44	2.58
ENSOCUG00000000383	ENSOCUT00000021070	2584.00	2456.59	1.00	0.02	0.01
ENSOCUG00000000384	ENSOCUT00000000387	4366.00	4238.59	4.00	0.05	0.03
ENSOCUG00000000385	ENSOCUT00000021761	2633.00	2505.59	15102.56	343.56	199.10
ENSOCUG00000000386	ENSOCUT00000000384	729.00	601.62	8.00	0.76	0.44
ENSOCUG00000000387	ENSOCUT00000000386	2642.00	2514.59	0.00	0.00	0.00
ENSOCUG00000000388	ENSOCUT00000000388	2671.00	2543.59	78.00	1.75	1.01
ENSOCUG00000000389	ENSOCUT00000000389	3234.00	3106.59	137.59	2.52	1.46
ENSOCUG00000000391	ENSOCUT00000000391	5271.00	5143.59	395.54	4.38	2.54
ENSOCUG00000000392	ENSOCUT00000000393	884.00	756.59	126.00	9.51	5.51
ENSOCUG00000000393	ENSOCUT00000000392	904.00	776.59	1.00	0.07	0.04
